feature,gene,importance,abs_importance,importance_type,fold,rank,antibiotic,model,model_label
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-15,extended-spectrum_class_a_beta-lactamase_ctx-m-15,0.511046,0.511046,coeficiente_logistico_absoluto,8,4,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-14,ctx-m-14,0.490762,0.490762,coeficiente_logistico_absoluto,8,5,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,0.446482,0.446482,coeficiente_logistico_absoluto,8,6,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,0.429706,0.429706,coeficiente_logistico_absoluto,8,7,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_c_beta-lactamase_cmy-2,multispecies_class_c_beta-lactamase_cmy-2,0.413598,0.413598,coeficiente_logistico_absoluto,8,8,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_c_beta-lactamase_cmy-2,extended-spectrum_class_c_beta-lactamase_cmy-2,0.403913,0.403913,coeficiente_logistico_absoluto,8,9,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,0.353439,0.353439,coeficiente_logistico_absoluto,8,10,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmycmy-2cfelat_family,cmycmy-2cfelat_family,0.349958,0.349958,coeficiente_logistico_absoluto,8,11,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-14,extended-spectrum_class_a_beta-lactamase_ctx-m-14,0.274005,0.274005,coeficiente_logistico_absoluto,8,12,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_type_a-2_chloramphenicol_o-acetyltransferase_catii,multispecies_type_a-2_chloramphenicol_o-acetyltransferase_catii,-0.2449,0.2449,coeficiente_logistico_absoluto,8,13,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_gyra,escherichia_quinolone_resistant_gyra,0.234072,0.234072,coeficiente_logistico_absoluto,8,14,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__response_regulator_baer,response_regulator_baer,-0.230838,0.230838,coeficiente_logistico_absoluto,8,15,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__qnrs1,qnrs1,0.225043,0.225043,coeficiente_logistico_absoluto,8,16,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_parc,escherichia_quinolone_resistant_parc,0.217455,0.217455,coeficiente_logistico_absoluto,8,17,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-1,ctx-m-1,0.204581,0.204581,coeficiente_logistico_absoluto,8,18,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_beta-lactamase_tem-156,multispecies_class_a_beta-lactamase_tem-156,0.203785,0.203785,coeficiente_logistico_absoluto,8,19,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-27,ctx-m-27,0.203114,0.203114,coeficiente_logistico_absoluto,8,20,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m_family,ctx-m_family,0.671089,0.671089,coeficiente_logistico_absoluto,9,1,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-15,ctx-m-15,0.610388,0.610388,coeficiente_logistico_absoluto,9,2,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmy-2,cmy-2,0.520389,0.520389,coeficiente_logistico_absoluto,9,3,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-15,extended-spectrum_class_a_beta-lactamase_ctx-m-15,0.513463,0.513463,coeficiente_logistico_absoluto,9,4,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,0.499904,0.499904,coeficiente_logistico_absoluto,9,5,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-14,ctx-m-14,0.458623,0.458623,coeficiente_logistico_absoluto,9,6,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_c_beta-lactamase_cmy-2,multispecies_class_c_beta-lactamase_cmy-2,0.439839,0.439839,coeficiente_logistico_absoluto,9,7,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,0.41628,0.41628,coeficiente_logistico_absoluto,9,8,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_c_beta-lactamase_cmy-2,extended-spectrum_class_c_beta-lactamase_cmy-2,0.389166,0.389166,coeficiente_logistico_absoluto,9,9,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmycmy-2cfelat_family,cmycmy-2cfelat_family,0.371567,0.371567,coeficiente_logistico_absoluto,9,10,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,0.346183,0.346183,coeficiente_logistico_absoluto,9,11,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_gyra,escherichia_quinolone_resistant_gyra,0.278959,0.278959,coeficiente_logistico_absoluto,9,12,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__qnrs1,qnrs1,0.246599,0.246599,coeficiente_logistico_absoluto,9,13,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_resistance_protein_mdth,multidrug_resistance_protein_mdth,-0.232288,0.232288,coeficiente_logistico_absoluto,9,14,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__response_regulator_baer,response_regulator_baer,-0.225663,0.225663,coeficiente_logistico_absoluto,9,15,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_efflux_system_emrky-tolc_inner-membrane_protondrug_antiporter_emry_mfs_type,multidrug_efflux_system_emrky-tolc_inner-membrane_protondrug_antiporter_emry_mfs_type,-0.223741,0.223741,coeficiente_logistico_absoluto,9,16,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-14,extended-spectrum_class_a_beta-lactamase_ctx-m-14,0.219475,0.219475,coeficiente_logistico_absoluto,9,17,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-27,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-27,0.206365,0.206365,coeficiente_logistico_absoluto,9,18,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-55,ctx-m-55,0.205014,0.205014,coeficiente_logistico_absoluto,9,19,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-1,ctx-m-1,0.203226,0.203226,coeficiente_logistico_absoluto,9,20,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-14,ctx-m-14,0.613164,0.613164,coeficiente_logistico_absoluto,10,1,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-15,ctx-m-15,0.603974,0.603974,coeficiente_logistico_absoluto,10,2,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m_family,ctx-m_family,0.590958,0.590958,coeficiente_logistico_absoluto,10,3,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmy-2,cmy-2,0.527828,0.527828,coeficiente_logistico_absoluto,10,4,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_c_beta-lactamase_cmy-2,multispecies_class_c_beta-lactamase_cmy-2,0.460051,0.460051,coeficiente_logistico_absoluto,10,5,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-15,extended-spectrum_class_a_beta-lactamase_ctx-m-15,0.441404,0.441404,coeficiente_logistico_absoluto,10,6,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,0.418989,0.418989,coeficiente_logistico_absoluto,10,7,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmycmy-2cfelat_family,cmycmy-2cfelat_family,0.398251,0.398251,coeficiente_logistico_absoluto,10,8,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_c_beta-lactamase_cmy-2,extended-spectrum_class_c_beta-lactamase_cmy-2,0.368383,0.368383,coeficiente_logistico_absoluto,10,9,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,0.368268,0.368268,coeficiente_logistico_absoluto,10,10,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,0.358873,0.358873,coeficiente_logistico_absoluto,10,11,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_gyra,escherichia_quinolone_resistant_gyra,0.277138,0.277138,coeficiente_logistico_absoluto,10,12,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__lsu_ribosomal_protein_l6p_l9e,lsu_ribosomal_protein_l6p_l9e,-0.26944,0.26944,coeficiente_logistico_absoluto,10,13,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-14,extended-spectrum_class_a_beta-lactamase_ctx-m-14,0.257016,0.257016,coeficiente_logistico_absoluto,10,14,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__qnrs1,qnrs1,0.227141,0.227141,coeficiente_logistico_absoluto,10,15,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-55,ctx-m-55,0.217539,0.217539,coeficiente_logistico_absoluto,10,16,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-1,ctx-m-1,0.196379,0.196379,coeficiente_logistico_absoluto,10,17,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-55,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-55,0.195777,0.195777,coeficiente_logistico_absoluto,10,18,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_fosfomycin_resistant_ptsi,escherichia_fosfomycin_resistant_ptsi,0.177853,0.177853,coeficiente_logistico_absoluto,10,19,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_chloramphenicol_efflux_mfs_transporter_cmla1,multispecies_chloramphenicol_efflux_mfs_transporter_cmla1,-0.172449,0.172449,coeficiente_logistico_absoluto,10,20,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-15,ctx-m-15,0.686433,0.686433,coeficiente_logistico_absoluto,11,1,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m_family,ctx-m_family,0.629532,0.629532,coeficiente_logistico_absoluto,11,2,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmy-2,cmy-2,0.503237,0.503237,coeficiente_logistico_absoluto,11,3,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-15,extended-spectrum_class_a_beta-lactamase_ctx-m-15,0.482063,0.482063,coeficiente_logistico_absoluto,11,4,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-14,ctx-m-14,0.475443,0.475443,coeficiente_logistico_absoluto,11,5,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,0.441434,0.441434,coeficiente_logistico_absoluto,11,6,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,0.413738,0.413738,coeficiente_logistico_absoluto,11,7,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_c_beta-lactamase_cmy-2,multispecies_class_c_beta-lactamase_cmy-2,0.411517,0.411517,coeficiente_logistico_absoluto,11,8,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_c_beta-lactamase_cmy-2,extended-spectrum_class_c_beta-lactamase_cmy-2,0.388715,0.388715,coeficiente_logistico_absoluto,11,9,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmycmy-2cfelat_family,cmycmy-2cfelat_family,0.362718,0.362718,coeficiente_logistico_absoluto,11,10,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,0.352743,0.352743,coeficiente_logistico_absoluto,11,11,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__hypothetical_protein,hypothetical_protein,-0.251746,0.251746,coeficiente_logistico_absoluto,11,12,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_gyra,escherichia_quinolone_resistant_gyra,0.251178,0.251178,coeficiente_logistico_absoluto,11,13,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__qnrs1,qnrs1,0.240654,0.240654,coeficiente_logistico_absoluto,11,14,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_resistance_protein_mdth,multidrug_resistance_protein_mdth,-0.231689,0.231689,coeficiente_logistico_absoluto,11,15,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-14,extended-spectrum_class_a_beta-lactamase_ctx-m-14,0.229556,0.229556,coeficiente_logistico_absoluto,11,16,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__response_regulator_baer,response_regulator_baer,-0.218043,0.218043,coeficiente_logistico_absoluto,11,17,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_efflux_system_emrky-tolc_inner-membrane_protondrug_antiporter_emry_mfs_type,multidrug_efflux_system_emrky-tolc_inner-membrane_protondrug_antiporter_emry_mfs_type,-0.193966,0.193966,coeficiente_logistico_absoluto,11,18,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_resistance_protein_mdtg,multidrug_resistance_protein_mdtg,-0.189693,0.189693,coeficiente_logistico_absoluto,11,19,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_beta-lactamase_tem-156,multispecies_class_a_beta-lactamase_tem-156,0.187579,0.187579,coeficiente_logistico_absoluto,11,20,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-15,ctx-m-15,0.656072,0.656072,coeficiente_logistico_absoluto,12,1,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m_family,ctx-m_family,0.653458,0.653458,coeficiente_logistico_absoluto,12,2,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmy-2,cmy-2,0.534941,0.534941,coeficiente_logistico_absoluto,12,3,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,0.501597,0.501597,coeficiente_logistico_absoluto,12,4,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-15,extended-spectrum_class_a_beta-lactamase_ctx-m-15,0.49983,0.49983,coeficiente_logistico_absoluto,12,5,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_c_beta-lactamase_cmy-2,multispecies_class_c_beta-lactamase_cmy-2,0.470271,0.470271,coeficiente_logistico_absoluto,12,6,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-14,ctx-m-14,0.445546,0.445546,coeficiente_logistico_absoluto,12,7,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_c_beta-lactamase_cmy-2,extended-spectrum_class_c_beta-lactamase_cmy-2,0.385114,0.385114,coeficiente_logistico_absoluto,12,8,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,0.34762,0.34762,coeficiente_logistico_absoluto,12,9,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,0.335937,0.335937,coeficiente_logistico_absoluto,12,10,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_gyra,escherichia_quinolone_resistant_gyra,0.302176,0.302176,coeficiente_logistico_absoluto,12,11,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmycmy-2cfelat_family,cmycmy-2cfelat_family,0.277172,0.277172,coeficiente_logistico_absoluto,12,12,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-14,extended-spectrum_class_a_beta-lactamase_ctx-m-14,0.250985,0.250985,coeficiente_logistico_absoluto,12,13,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__qnrs1,qnrs1,0.229112,0.229112,coeficiente_logistico_absoluto,12,14,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_resistance_protein_mdth,multidrug_resistance_protein_mdth,-0.22255,0.22255,coeficiente_logistico_absoluto,12,15,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_beta-lactamase_tem-156,multispecies_class_a_beta-lactamase_tem-156,0.213512,0.213512,coeficiente_logistico_absoluto,12,16,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__catb3,catb3,0.213476,0.213476,coeficiente_logistico_absoluto,12,17,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-55,ctx-m-55,0.213281,0.213281,coeficiente_logistico_absoluto,12,18,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__class_d_beta-lactamase_ec_3.5.2.6_oxa-1_family,class_d_beta-lactamase_ec_3.5.2.6_oxa-1_family,0.196906,0.196906,coeficiente_logistico_absoluto,12,19,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__response_regulator_baer,response_regulator_baer,-0.196395,0.196395,coeficiente_logistico_absoluto,12,20,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m_family,ctx-m_family,0.617031,0.617031,coeficiente_logistico_absoluto,13,1,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-15,ctx-m-15,0.583657,0.583657,coeficiente_logistico_absoluto,13,2,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmy-2,cmy-2,0.511807,0.511807,coeficiente_logistico_absoluto,13,3,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-15,extended-spectrum_class_a_beta-lactamase_ctx-m-15,0.506939,0.506939,coeficiente_logistico_absoluto,13,4,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,0.497235,0.497235,coeficiente_logistico_absoluto,13,5,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_c_beta-lactamase_cmy-2,multispecies_class_c_beta-lactamase_cmy-2,0.485614,0.485614,coeficiente_logistico_absoluto,13,6,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-14,ctx-m-14,0.465995,0.465995,coeficiente_logistico_absoluto,13,7,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,0.458945,0.458945,coeficiente_logistico_absoluto,13,8,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,0.427485,0.427485,coeficiente_logistico_absoluto,13,9,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmycmy-2cfelat_family,cmycmy-2cfelat_family,0.417014,0.417014,coeficiente_logistico_absoluto,13,10,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_c_beta-lactamase_cmy-2,extended-spectrum_class_c_beta-lactamase_cmy-2,0.36085,0.36085,coeficiente_logistico_absoluto,13,11,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-55,ctx-m-55,0.286878,0.286878,coeficiente_logistico_absoluto,13,12,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-14,extended-spectrum_class_a_beta-lactamase_ctx-m-14,0.272198,0.272198,coeficiente_logistico_absoluto,13,13,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__class_d_beta-lactamase_ec_3.5.2.6_oxa-1_family,class_d_beta-lactamase_ec_3.5.2.6_oxa-1_family,0.25453,0.25453,coeficiente_logistico_absoluto,13,14,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_gyra,escherichia_quinolone_resistant_gyra,0.239988,0.239988,coeficiente_logistico_absoluto,13,15,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_parc,escherichia_quinolone_resistant_parc,0.238829,0.238829,coeficiente_logistico_absoluto,13,16,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-55,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-55,0.220683,0.220683,coeficiente_logistico_absoluto,13,17,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_resistance_protein_mdth,multidrug_resistance_protein_mdth,-0.212814,0.212814,coeficiente_logistico_absoluto,13,18,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__lsu_ribosomal_protein_l6p_l9e,lsu_ribosomal_protein_l6p_l9e,-0.211733,0.211733,coeficiente_logistico_absoluto,13,19,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-1,ctx-m-1,0.202813,0.202813,coeficiente_logistico_absoluto,13,20,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m_family,ctx-m_family,0.652719,0.652719,coeficiente_logistico_absoluto,14,1,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-15,ctx-m-15,0.633594,0.633594,coeficiente_logistico_absoluto,14,2,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-14,ctx-m-14,0.555063,0.555063,coeficiente_logistico_absoluto,14,3,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmy-2,cmy-2,0.516575,0.516575,coeficiente_logistico_absoluto,14,4,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,0.482287,0.482287,coeficiente_logistico_absoluto,14,5,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-15,extended-spectrum_class_a_beta-lactamase_ctx-m-15,0.479094,0.479094,coeficiente_logistico_absoluto,14,6,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_c_beta-lactamase_cmy-2,multispecies_class_c_beta-lactamase_cmy-2,0.469708,0.469708,coeficiente_logistico_absoluto,14,7,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,0.43399,0.43399,coeficiente_logistico_absoluto,14,8,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_c_beta-lactamase_cmy-2,extended-spectrum_class_c_beta-lactamase_cmy-2,0.423392,0.423392,coeficiente_logistico_absoluto,14,9,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,0.386502,0.386502,coeficiente_logistico_absoluto,14,10,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmycmy-2cfelat_family,cmycmy-2cfelat_family,0.383817,0.383817,coeficiente_logistico_absoluto,14,11,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-14,extended-spectrum_class_a_beta-lactamase_ctx-m-14,0.257565,0.257565,coeficiente_logistico_absoluto,14,12,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__qnrs1,qnrs1,0.245727,0.245727,coeficiente_logistico_absoluto,14,13,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_gyra,escherichia_quinolone_resistant_gyra,0.228973,0.228973,coeficiente_logistico_absoluto,14,14,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_beta-lactamase_tem-156,multispecies_class_a_beta-lactamase_tem-156,0.227321,0.227321,coeficiente_logistico_absoluto,14,15,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__response_regulator_baer,response_regulator_baer,-0.225249,0.225249,coeficiente_logistico_absoluto,14,16,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_resistance_protein_mdth,multidrug_resistance_protein_mdth,-0.224399,0.224399,coeficiente_logistico_absoluto,14,17,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-55,ctx-m-55,0.201668,0.201668,coeficiente_logistico_absoluto,14,18,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_resistance_protein_mdtg,multidrug_resistance_protein_mdtg,-0.200612,0.200612,coeficiente_logistico_absoluto,14,19,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__broad-spectrum_class_a_beta-lactamase_tem-1,broad-spectrum_class_a_beta-lactamase_tem-1,-0.197385,0.197385,coeficiente_logistico_absoluto,14,20,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-15,ctx-m-15,0.686642,0.686642,coeficiente_logistico_absoluto,15,1,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m_family,ctx-m_family,0.663937,0.663937,coeficiente_logistico_absoluto,15,2,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
