feature,gene,importance,abs_importance,importance_type,fold,rank,antibiotic,model,model_label
amr__escherichia_quinolone_resistant_parc,escherichia_quinolone_resistant_parc,0.854214,0.854214,coeficiente_logistico_absoluto,1,1,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_coli_parc_conferring_resistance_to_fluoroquinolones,escherichia_coli_parc_conferring_resistance_to_fluoroquinolones,0.767519,0.767519,coeficiente_logistico_absoluto,1,2,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_gyra,escherichia_quinolone_resistant_gyra,0.733708,0.733708,coeficiente_logistico_absoluto,1,3,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_coli_gyra_conferring_resistance_to_fluoroquinolones,escherichia_coli_gyra_conferring_resistance_to_fluoroquinolones,0.430935,0.430935,coeficiente_logistico_absoluto,1,4,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__catb3,catb3,0.39822,0.39822,coeficiente_logistico_absoluto,1,5,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_pare,escherichia_quinolone_resistant_pare,0.313125,0.313125,coeficiente_logistico_absoluto,1,6,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__blaec,blaec,0.277896,0.277896,coeficiente_logistico_absoluto,1,7,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-15,extended-spectrum_class_a_beta-lactamase_ctx-m-15,0.259072,0.259072,coeficiente_logistico_absoluto,1,8,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-15,ctx-m-15,0.258971,0.258971,coeficiente_logistico_absoluto,1,9,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,0.256475,0.256475,coeficiente_logistico_absoluto,1,10,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__aac6-ib10,aac6-ib10,0.249951,0.249951,coeficiente_logistico_absoluto,1,11,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__catb_family,catb_family,0.235117,0.235117,coeficiente_logistico_absoluto,1,12,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__aminoglycoside_n-acetyltransferase_aac3-iie,aminoglycoside_n-acetyltransferase_aac3-iie,0.225264,0.225264,coeficiente_logistico_absoluto,1,13,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__vgac,vgac,0.221621,0.221621,coeficiente_logistico_absoluto,1,14,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__chloramphenicol_o-acetyltransferase_ec_2.3.1.28_catb_family,chloramphenicol_o-acetyltransferase_ec_2.3.1.28_catb_family,0.201734,0.201734,coeficiente_logistico_absoluto,1,15,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__h-ns,h-ns,-0.199192,0.199192,coeficiente_logistico_absoluto,1,16,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_fosfomycin_resistant_ptsi,escherichia_fosfomycin_resistant_ptsi,0.196512,0.196512,coeficiente_logistico_absoluto,1,17,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_coli_ptsi_with_mutation_conferring_resistance_to_fosfomycin,escherichia_coli_ptsi_with_mutation_conferring_resistance_to_fosfomycin,0.196136,0.196136,coeficiente_logistico_absoluto,1,18,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__type_b-3_chloramphenicol_o-acetyltransferase_catb3,type_b-3_chloramphenicol_o-acetyltransferase_catb3,0.185673,0.185673,coeficiente_logistico_absoluto,1,19,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__csra,csra,0.182906,0.182906,coeficiente_logistico_absoluto,1,20,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_parc,escherichia_quinolone_resistant_parc,0.780262,0.780262,coeficiente_logistico_absoluto,2,1,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_coli_parc_conferring_resistance_to_fluoroquinolones,escherichia_coli_parc_conferring_resistance_to_fluoroquinolones,0.771556,0.771556,coeficiente_logistico_absoluto,2,2,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_gyra,escherichia_quinolone_resistant_gyra,0.663657,0.663657,coeficiente_logistico_absoluto,2,3,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_coli_gyra_conferring_resistance_to_fluoroquinolones,escherichia_coli_gyra_conferring_resistance_to_fluoroquinolones,0.448051,0.448051,coeficiente_logistico_absoluto,2,4,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__catb3,catb3,0.346773,0.346773,coeficiente_logistico_absoluto,2,5,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__blaec,blaec,0.307415,0.307415,coeficiente_logistico_absoluto,2,6,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-15,extended-spectrum_class_a_beta-lactamase_ctx-m-15,0.301156,0.301156,coeficiente_logistico_absoluto,2,7,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_pare,escherichia_quinolone_resistant_pare,0.298643,0.298643,coeficiente_logistico_absoluto,2,8,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-15,ctx-m-15,0.241185,0.241185,coeficiente_logistico_absoluto,2,9,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_fosfomycin_resistant_ptsi,escherichia_fosfomycin_resistant_ptsi,0.230919,0.230919,coeficiente_logistico_absoluto,2,10,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__aac3-iiiiiivviviiiixx,aac3-iiiiiivviviiiixx,0.224969,0.224969,coeficiente_logistico_absoluto,2,11,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,0.215697,0.215697,coeficiente_logistico_absoluto,2,12,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__vgac,vgac,0.208787,0.208787,coeficiente_logistico_absoluto,2,13,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__aminoglycoside_n-acetyltransferase_aac3-iie,aminoglycoside_n-acetyltransferase_aac3-iie,0.203542,0.203542,coeficiente_logistico_absoluto,2,14,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__mpha,mpha,0.199907,0.199907,coeficiente_logistico_absoluto,2,15,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_fosfomycin_resistant_uhpt,escherichia_fosfomycin_resistant_uhpt,0.189607,0.189607,coeficiente_logistico_absoluto,2,16,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__aminoglycoside_n3-acetyltransferase_ec_2.3.1.81_aac3-iiiiiivviviiiixx,aminoglycoside_n3-acetyltransferase_ec_2.3.1.81_aac3-iiiiiivviviiiixx,0.187602,0.187602,coeficiente_logistico_absoluto,2,17,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m_family,ctx-m_family,0.183988,0.183988,coeficiente_logistico_absoluto,2,18,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__catb_family,catb_family,0.174228,0.174228,coeficiente_logistico_absoluto,2,19,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__ddl,ddl,-0.169575,0.169575,coeficiente_logistico_absoluto,2,20,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_coli_parc_conferring_resistance_to_fluoroquinolones,escherichia_coli_parc_conferring_resistance_to_fluoroquinolones,0.791061,0.791061,coeficiente_logistico_absoluto,3,1,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_parc,escherichia_quinolone_resistant_parc,0.789659,0.789659,coeficiente_logistico_absoluto,3,2,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_gyra,escherichia_quinolone_resistant_gyra,0.658441,0.658441,coeficiente_logistico_absoluto,3,3,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_coli_gyra_conferring_resistance_to_fluoroquinolones,escherichia_coli_gyra_conferring_resistance_to_fluoroquinolones,0.436937,0.436937,coeficiente_logistico_absoluto,3,4,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_pare,escherichia_quinolone_resistant_pare,0.327804,0.327804,coeficiente_logistico_absoluto,3,5,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__catb3,catb3,0.27039,0.27039,coeficiente_logistico_absoluto,3,6,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-15,extended-spectrum_class_a_beta-lactamase_ctx-m-15,0.26932,0.26932,coeficiente_logistico_absoluto,3,7,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__blaec,blaec,0.267339,0.267339,coeficiente_logistico_absoluto,3,8,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_fosfomycin_resistant_ptsi,escherichia_fosfomycin_resistant_ptsi,0.202254,0.202254,coeficiente_logistico_absoluto,3,9,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__vgac,vgac,0.199652,0.199652,coeficiente_logistico_absoluto,3,10,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_type_b-3_chloramphenicol_o-acetyltransferase_catb3,multispecies_type_b-3_chloramphenicol_o-acetyltransferase_catb3,0.197942,0.197942,coeficiente_logistico_absoluto,3,11,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__mefb,mefb,0.187027,0.187027,coeficiente_logistico_absoluto,3,12,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__mphb_family_macrolide_2-phosphotransferase,mphb_family_macrolide_2-phosphotransferase,-0.1861,0.1861,coeficiente_logistico_absoluto,3,13,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-15,ctx-m-15,0.184441,0.184441,coeficiente_logistico_absoluto,3,14,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,0.182532,0.182532,coeficiente_logistico_absoluto,3,15,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__aminoglycoside_n-acetyltransferase_aac3-iie,aminoglycoside_n-acetyltransferase_aac3-iie,0.178108,0.178108,coeficiente_logistico_absoluto,3,16,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__mrx,mrx,0.176401,0.176401,coeficiente_logistico_absoluto,3,17,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__mpha,mpha,0.173988,0.173988,coeficiente_logistico_absoluto,3,18,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_beta-lactamase_tem-156,multispecies_class_a_beta-lactamase_tem-156,0.173109,0.173109,coeficiente_logistico_absoluto,3,19,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_coli_acrab-tolc_with_marr_mutations_conferring_resistance_to_ciprofloxacin_and_tetracycline,escherichia_coli_acrab-tolc_with_marr_mutations_conferring_resistance_to_ciprofloxacin_and_tetracycline,-0.16824,0.16824,coeficiente_logistico_absoluto,3,20,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_parc,escherichia_quinolone_resistant_parc,0.781464,0.781464,coeficiente_logistico_absoluto,4,1,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_coli_parc_conferring_resistance_to_fluoroquinolones,escherichia_coli_parc_conferring_resistance_to_fluoroquinolones,0.774352,0.774352,coeficiente_logistico_absoluto,4,2,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_gyra,escherichia_quinolone_resistant_gyra,0.660298,0.660298,coeficiente_logistico_absoluto,4,3,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_coli_gyra_conferring_resistance_to_fluoroquinolones,escherichia_coli_gyra_conferring_resistance_to_fluoroquinolones,0.45804,0.45804,coeficiente_logistico_absoluto,4,4,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__catb3,catb3,0.398708,0.398708,coeficiente_logistico_absoluto,4,5,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_pare,escherichia_quinolone_resistant_pare,0.321026,0.321026,coeficiente_logistico_absoluto,4,6,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-15,ctx-m-15,0.245151,0.245151,coeficiente_logistico_absoluto,4,7,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m_family,ctx-m_family,0.234794,0.234794,coeficiente_logistico_absoluto,4,8,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__blaec,blaec,0.223993,0.223993,coeficiente_logistico_absoluto,4,9,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_type_b-3_chloramphenicol_o-acetyltransferase_catb3,multispecies_type_b-3_chloramphenicol_o-acetyltransferase_catb3,0.21953,0.21953,coeficiente_logistico_absoluto,4,10,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_fosfomycin_resistant_ptsi,escherichia_fosfomycin_resistant_ptsi,0.212702,0.212702,coeficiente_logistico_absoluto,4,11,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,0.21172,0.21172,coeficiente_logistico_absoluto,4,12,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__vgac,vgac,0.207898,0.207898,coeficiente_logistico_absoluto,4,13,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_fosfomycin_resistant_uhpt,escherichia_fosfomycin_resistant_uhpt,0.201653,0.201653,coeficiente_logistico_absoluto,4,14,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__chloramphenicol_o-acetyltransferase_ec_2.3.1.28_catb_family,chloramphenicol_o-acetyltransferase_ec_2.3.1.28_catb_family,0.200806,0.200806,coeficiente_logistico_absoluto,4,15,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-15,extended-spectrum_class_a_beta-lactamase_ctx-m-15,0.189254,0.189254,coeficiente_logistico_absoluto,4,16,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__type_b-3_chloramphenicol_o-acetyltransferase_catb3,type_b-3_chloramphenicol_o-acetyltransferase_catb3,0.183252,0.183252,coeficiente_logistico_absoluto,4,17,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__sensor_protein_basspmrb_activates_basrpmra,sensor_protein_basspmrb_activates_basrpmra,-0.182529,0.182529,coeficiente_logistico_absoluto,4,18,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__aada5,aada5,0.181159,0.181159,coeficiente_logistico_absoluto,4,19,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__aac6-ib10,aac6-ib10,0.17303,0.17303,coeficiente_logistico_absoluto,4,20,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_parc,escherichia_quinolone_resistant_parc,0.833125,0.833125,coeficiente_logistico_absoluto,5,1,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_coli_parc_conferring_resistance_to_fluoroquinolones,escherichia_coli_parc_conferring_resistance_to_fluoroquinolones,0.804634,0.804634,coeficiente_logistico_absoluto,5,2,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_gyra,escherichia_quinolone_resistant_gyra,0.725747,0.725747,coeficiente_logistico_absoluto,5,3,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_coli_gyra_conferring_resistance_to_fluoroquinolones,escherichia_coli_gyra_conferring_resistance_to_fluoroquinolones,0.460923,0.460923,coeficiente_logistico_absoluto,5,4,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__catb3,catb3,0.317945,0.317945,coeficiente_logistico_absoluto,5,5,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_pare,escherichia_quinolone_resistant_pare,0.317924,0.317924,coeficiente_logistico_absoluto,5,6,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,0.29116,0.29116,coeficiente_logistico_absoluto,5,7,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-15,extended-spectrum_class_a_beta-lactamase_ctx-m-15,0.264712,0.264712,coeficiente_logistico_absoluto,5,8,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__aminoglycoside_n-acetyltransferase_aac3-iie,aminoglycoside_n-acetyltransferase_aac3-iie,0.254114,0.254114,coeficiente_logistico_absoluto,5,9,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_coli_ptsi_with_mutation_conferring_resistance_to_fosfomycin,escherichia_coli_ptsi_with_mutation_conferring_resistance_to_fosfomycin,0.243166,0.243166,coeficiente_logistico_absoluto,5,10,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m_family,ctx-m_family,0.230547,0.230547,coeficiente_logistico_absoluto,5,11,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__type_b-3_chloramphenicol_o-acetyltransferase_catb3,type_b-3_chloramphenicol_o-acetyltransferase_catb3,0.203682,0.203682,coeficiente_logistico_absoluto,5,12,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__catb_family,catb_family,0.200106,0.200106,coeficiente_logistico_absoluto,5,13,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-15,ctx-m-15,0.197528,0.197528,coeficiente_logistico_absoluto,5,14,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_beta-lactamase_tem-156,multispecies_class_a_beta-lactamase_tem-156,0.193808,0.193808,coeficiente_logistico_absoluto,5,15,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__vgac,vgac,0.19065,0.19065,coeficiente_logistico_absoluto,5,16,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_fosfomycin_resistant_ptsi,escherichia_fosfomycin_resistant_ptsi,0.189384,0.189384,coeficiente_logistico_absoluto,5,17,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__blaec,blaec,0.188074,0.188074,coeficiente_logistico_absoluto,5,18,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_type_a-2_chloramphenicol_o-acetyltransferase_catii,multispecies_type_a-2_chloramphenicol_o-acetyltransferase_catii,-0.184662,0.184662,coeficiente_logistico_absoluto,5,19,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__tetb,tetb,0.184575,0.184575,coeficiente_logistico_absoluto,5,20,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_coli_parc_conferring_resistance_to_fluoroquinolones,escherichia_coli_parc_conferring_resistance_to_fluoroquinolones,0.831737,0.831737,coeficiente_logistico_absoluto,6,1,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_parc,escherichia_quinolone_resistant_parc,0.752819,0.752819,coeficiente_logistico_absoluto,6,2,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_gyra,escherichia_quinolone_resistant_gyra,0.68812,0.68812,coeficiente_logistico_absoluto,6,3,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_coli_gyra_conferring_resistance_to_fluoroquinolones,escherichia_coli_gyra_conferring_resistance_to_fluoroquinolones,0.424623,0.424623,coeficiente_logistico_absoluto,6,4,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__catb3,catb3,0.379976,0.379976,coeficiente_logistico_absoluto,6,5,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_pare,escherichia_quinolone_resistant_pare,0.333111,0.333111,coeficiente_logistico_absoluto,6,6,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-15,extended-spectrum_class_a_beta-lactamase_ctx-m-15,0.28535,0.28535,coeficiente_logistico_absoluto,6,7,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__blaec,blaec,0.264554,0.264554,coeficiente_logistico_absoluto,6,8,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_fosfomycin_resistant_uhpt,escherichia_fosfomycin_resistant_uhpt,0.225999,0.225999,coeficiente_logistico_absoluto,6,9,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_fosfomycin_resistant_ptsi,escherichia_fosfomycin_resistant_ptsi,0.224118,0.224118,coeficiente_logistico_absoluto,6,10,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,0.220585,0.220585,coeficiente_logistico_absoluto,6,11,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__catb_family,catb_family,0.210163,0.210163,coeficiente_logistico_absoluto,6,12,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_tetracycline_efflux_mfs_transporter_tetd,multispecies_tetracycline_efflux_mfs_transporter_tetd,-0.192828,0.192828,coeficiente_logistico_absoluto,6,13,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__mrx,mrx,0.192054,0.192054,coeficiente_logistico_absoluto,6,14,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__chloramphenicol_o-acetyltransferase_ec_2.3.1.28_catb_family,chloramphenicol_o-acetyltransferase_ec_2.3.1.28_catb_family,0.191987,0.191987,coeficiente_logistico_absoluto,6,15,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m_family,ctx-m_family,0.175088,0.175088,coeficiente_logistico_absoluto,6,16,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_coli_acra,escherichia_coli_acra,-0.171319,0.171319,coeficiente_logistico_absoluto,6,17,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__mphb_family_macrolide_2-phosphotransferase,mphb_family_macrolide_2-phosphotransferase,-0.170119,0.170119,coeficiente_logistico_absoluto,6,18,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__aminoglycoside_n-acetyltransferase_aac3-iie,aminoglycoside_n-acetyltransferase_aac3-iie,0.169717,0.169717,coeficiente_logistico_absoluto,6,19,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__bleomycin_binding_protein_ble-mbl,bleomycin_binding_protein_ble-mbl,0.167589,0.167589,coeficiente_logistico_absoluto,6,20,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_parc,escherichia_quinolone_resistant_parc,0.7957,0.7957,coeficiente_logistico_absoluto,7,1,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_coli_parc_conferring_resistance_to_fluoroquinolones,escherichia_coli_parc_conferring_resistance_to_fluoroquinolones,0.754581,0.754581,coeficiente_logistico_absoluto,7,2,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_gyra,escherichia_quinolone_resistant_gyra,0.649324,0.649324,coeficiente_logistico_absoluto,7,3,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_coli_gyra_conferring_resistance_to_fluoroquinolones,escherichia_coli_gyra_conferring_resistance_to_fluoroquinolones,0.482967,0.482967,coeficiente_logistico_absoluto,7,4,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_pare,escherichia_quinolone_resistant_pare,0.307721,0.307721,coeficiente_logistico_absoluto,7,5,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__catb3,catb3,0.271989,0.271989,coeficiente_logistico_absoluto,7,6,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__type_b-3_chloramphenicol_o-acetyltransferase_catb3,type_b-3_chloramphenicol_o-acetyltransferase_catb3,0.259248,0.259248,coeficiente_logistico_absoluto,7,7,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__blaec,blaec,0.252588,0.252588,coeficiente_logistico_absoluto,7,8,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,0.234467,0.234467,coeficiente_logistico_absoluto,7,9,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-15,ctx-m-15,0.229537,0.229537,coeficiente_logistico_absoluto,7,10,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__aminoglycoside_n-acetyltransferase_aac3-iie,aminoglycoside_n-acetyltransferase_aac3-iie,0.222187,0.222187,coeficiente_logistico_absoluto,7,11,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__vgac,vgac,0.214571,0.214571,coeficiente_logistico_absoluto,7,12,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_fosfomycin_resistant_ptsi,escherichia_fosfomycin_resistant_ptsi,0.205122,0.205122,coeficiente_logistico_absoluto,7,13,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_coli_acrab-tolc_with_marr_mutations_conferring_resistance_to_ciprofloxacin_and_tetracycline,escherichia_coli_acrab-tolc_with_marr_mutations_conferring_resistance_to_ciprofloxacin_and_tetracycline,-0.195431,0.195431,coeficiente_logistico_absoluto,7,14,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_type_b-3_chloramphenicol_o-acetyltransferase_catb3,multispecies_type_b-3_chloramphenicol_o-acetyltransferase_catb3,0.195409,0.195409,coeficiente_logistico_absoluto,7,15,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__aac6-ib10,aac6-ib10,0.191184,0.191184,coeficiente_logistico_absoluto,7,16,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__catb_family,catb_family,0.190713,0.190713,coeficiente_logistico_absoluto,7,17,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-15,extended-spectrum_class_a_beta-lactamase_ctx-m-15,0.181041,0.181041,coeficiente_logistico_absoluto,7,18,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
