feature,gene,importance,abs_importance,importance_type,antibiotic,model,model_label
amr__multispecies_cephalosporin-hydrolyzing_class_c_beta-lactamase_ec-5,multispecies_cephalosporin-hydrolyzing_class_c_beta-lactamase_ec-5,-0.069437,0.069437,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__tetracycline_resistance_mfs_efflux_pump_teta,tetracycline_resistance_mfs_efflux_pump_teta,0.069296,0.069296,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__tetc,tetc,0.069245,0.069245,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__kasa,kasa,-0.068885,0.068885,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__quaternary_ammonium_compound_efflux_smr_transporter_qace_delta_1,quaternary_ammonium_compound_efflux_smr_transporter_qace_delta_1,0.068873,0.068873,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__epta_2,epta_2,0.067253,0.067253,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__undecaprenyl-phosphate_4-deoxy-4-formamido-l-arabinose_transferase_ec_2.4.2.53,undecaprenyl-phosphate_4-deoxy-4-formamido-l-arabinose_transferase_ec_2.4.2.53,-0.066928,0.066928,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_resistance_protein_mdth,multidrug_resistance_protein_mdth,0.06596,0.06596,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__acrz,acrz,-0.065275,0.065275,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__baca,baca,0.065264,0.065264,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__ant2-ia,ant2-ia,0.065032,0.065032,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_aminoglycoside_o-phosphotransferase_aph3-ib,multispecies_aminoglycoside_o-phosphotransferase_aph3-ib,0.064204,0.064204,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_efflux_pump_emrd_of_mfs_type,multidrug_efflux_pump_emrd_of_mfs_type,-0.062163,0.062163,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__tetracycline_resistance_ribosomal_protection_protein_tetm,tetracycline_resistance_ribosomal_protection_protein_tetm,-0.061884,0.061884,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_resistance_outer_membrane_protein_mdtp,multidrug_resistance_outer_membrane_protein_mdtp,-0.061716,0.061716,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__aph3-ib,aph3-ib,0.061483,0.061483,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__bla,bla,0.061092,0.061092,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__small_multidrug_resistance_smr_efflux_transporter_emre_broad_substrate_specificity,small_multidrug_resistance_smr_efflux_transporter_emre_broad_substrate_specificity,-0.060808,0.060808,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__cephalosporin-hydrolyzing_class_c_beta-lactamase_ec-8,cephalosporin-hydrolyzing_class_c_beta-lactamase_ec-8,-0.060783,0.060783,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_ant3_family_aminoglycoside_nucleotidyltransferase,multispecies_ant3_family_aminoglycoside_nucleotidyltransferase,0.060375,0.060375,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__iron_aquisition_outermembrane_yersiniabactin_receptor_fyuapsnpesticin_receptor_outer_membrane_receptor_for_ferric_sidero,iron_aquisition_outermembrane_yersiniabactin_receptor_fyuapsnpesticin_receptor_outer_membrane_receptor_for_ferric_sidero,-0.060118,0.060118,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_efflux_system_mdtef-tolc_inner-membrane_protondrug_antiporter_mdtf_rnd_type,multidrug_efflux_system_mdtef-tolc_inner-membrane_protondrug_antiporter_mdtf_rnd_type,-0.059852,0.059852,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_tetracycline_efflux_mfs_transporter_tetd,multispecies_tetracycline_efflux_mfs_transporter_tetd,-0.059794,0.059794,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_resistance_protein_mdtg,multidrug_resistance_protein_mdtg,-0.05959,0.05959,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada5,ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada5,0.059509,0.059509,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__dfra8,dfra8,-0.05933,0.05933,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__tuf,tuf,0.058437,0.058437,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__envr,envr,-0.058286,0.058286,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__tem-12,tem-12,0.057769,0.057769,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__tetracycline_resistance_regulatory_protein_tetr,tetracycline_resistance_regulatory_protein_tetr,0.057283,0.057283,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_coli_acrab-tolc_with_acrr_mutation_conferring_resistance_to_ciprofloxacin_tetracycline_and_ceftazidime,escherichia_coli_acrab-tolc_with_acrr_mutation_conferring_resistance_to_ciprofloxacin_tetracycline_and_ceftazidime,0.057278,0.057278,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__arnf,arnf,0.057232,0.057232,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__yhie,yhie,0.057064,0.057064,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__d-alanine--d-alanine_ligase_ec_6.3.2.4,d-alanine--d-alanine_ligase_ec_6.3.2.4,-0.056824,0.056824,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__transcriptional_regulator_of_catabolic_arginine_decarboxylase_adia,transcriptional_regulator_of_catabolic_arginine_decarboxylase_adia,-0.056764,0.056764,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__small_multidrug_resistance_smr_efflux_transporter_qace_delta_1_quaternary_ammonium_compounds,small_multidrug_resistance_smr_efflux_transporter_qace_delta_1_quaternary_ammonium_compounds,0.056506,0.056506,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_blaec_family_class_c_beta-lactamase,multispecies_blaec_family_class_c_beta-lactamase,-0.056075,0.056075,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_sulfonamide-resistant_dihydropteroate_synthase_sul1,multispecies_sulfonamide-resistant_dihydropteroate_synthase_sul1,-0.055755,0.055755,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__mdtp_2,mdtp_2,-0.055497,0.055497,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__gadx,gadx,-0.055232,0.055232,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__cys_regulon_transcriptional_activator_cysb,cys_regulon_transcriptional_activator_cysb,0.054824,0.054824,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__tetracycline_resistance_mfs_efflux_pump_tetb,tetracycline_resistance_mfs_efflux_pump_tetb,0.054742,0.054742,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-27,ctx-m-27,0.054639,0.054639,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__cmycmy-2cfelat_family,cmycmy-2cfelat_family,0.054516,0.054516,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__fluoroquinolone-acetylating_aminoglycoside_6-n-acetyltransferase_aac6-ib-cr,fluoroquinolone-acetylating_aminoglycoside_6-n-acetyltransferase_aac6-ib-cr,0.054063,0.054063,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__transcription-repair_coupling_factor,transcription-repair_coupling_factor,-0.053683,0.053683,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__ec-18,ec-18,0.05338,0.05338,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_macrolide_efflux_mfs_transporter_mefb,multispecies_macrolide_efflux_mfs_transporter_mefb,0.053098,0.053098,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__emry,emry,-0.052935,0.052935,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_coli_cyaa_with_mutation_conferring_resistance_to_fosfomycin,escherichia_coli_cyaa_with_mutation_conferring_resistance_to_fosfomycin,-0.05282,0.05282,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__aada24,aada24,-0.052652,0.052652,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__acrb,acrb,-0.052198,0.052198,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__cata1cata4_family,cata1cata4_family,-0.05198,0.05198,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__copper_sensory_histidine_kinase_cpxa,copper_sensory_histidine_kinase_cpxa,0.051938,0.051938,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__aminoglycoside_nucleotidyltransferase_ant2-ia,aminoglycoside_nucleotidyltransferase_ant2-ia,0.050975,0.050975,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__aada15,aada15,0.050379,0.050379,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__aada8,aada8,0.05019,0.05019,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__pmre,pmre,-0.050026,0.050026,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__basr,basr,-0.049987,0.049987,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__klebsiella_pneumoniae_kpne,klebsiella_pneumoniae_kpne,-0.049575,0.049575,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__tem_family_class_a_beta-lactamase,tem_family_class_a_beta-lactamase,-0.049191,0.049191,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__udp-4-amino-4-deoxy-l-arabinose_formyltransferase_ec_2.1.2.13_udp-glucuronic_acid_oxidase_udp-4-keto-hexauronic_acid_dec,udp-4-amino-4-deoxy-l-arabinose_formyltransferase_ec_2.1.2.13_udp-glucuronic_acid_oxidase_udp-4-keto-hexauronic_acid_dec,-0.04881,0.04881,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada1,multispecies_ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada1,0.048757,0.048757,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__x_3-oxoacyl-acyl-carrier-protein_synthase_kasii_ec_2.3.1.179,x_3-oxoacyl-acyl-carrier-protein_synthase_kasii_ec_2.3.1.179,-0.048698,0.048698,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__isoleucyl-trna_synthetase_ec_6.1.1.5,isoleucyl-trna_synthetase_ec_6.1.1.5,0.0485,0.0485,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_aminoglycoside_n-acetyltransferase_aac3-iid,multispecies_aminoglycoside_n-acetyltransferase_aac3-iid,0.04825,0.04825,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__undecaprenyl_phosphate-aminoarabinose_flippase_subunit_arnf,undecaprenyl_phosphate-aminoarabinose_flippase_subunit_arnf,0.048117,0.048117,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__inha_fabi,inha_fabi,0.047842,0.047842,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__cpxa,cpxa,-0.047155,0.047155,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__ec-8,ec-8,-0.046068,0.046068,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__mdta,mdta,-0.045558,0.045558,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__flor,flor,0.045484,0.045484,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__maca,maca,0.045251,0.045251,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__leuo_2,leuo_2,-0.0451,0.0451,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__qach,qach,0.044744,0.044744,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__acra_2,acra_2,0.044269,0.044269,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__multiple_antibiotic_resistance_protein_mara,multiple_antibiotic_resistance_protein_mara,0.04379,0.04379,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_coli_soxs_with_mutation_conferring_antibiotic_resistance,escherichia_coli_soxs_with_mutation_conferring_antibiotic_resistance,-0.043282,0.043282,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__s12p,s12p,0.04314,0.04314,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__emre,emre,-0.04308,0.04308,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__dfra14,dfra14,0.042441,0.042441,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__rpoc,rpoc,0.04244,0.04244,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_fosfomycin_resistant_glpt,escherichia_fosfomycin_resistant_glpt,-0.042181,0.042181,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__sensory_histidine_kinase_baes,sensory_histidine_kinase_baes,0.042052,0.042052,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__copper-sensing_two-component_system_response_regulator_cpxr,copper-sensing_two-component_system_response_regulator_cpxr,0.041576,0.041576,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__acrab-tolc,acrab-tolc,0.041505,0.041505,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_efflux_system_acref-tolc_inner-membrane_protondrug_antiporter_acrf_rnd_type,multidrug_efflux_system_acref-tolc_inner-membrane_protondrug_antiporter_acrf_rnd_type,-0.04149,0.04149,coeficiente_logistico_absoluto,ciprofloxacin,logistic_regression_balanced,Regresión logística balanceada
