feature,gene,importance,abs_importance,importance_type,fold,rank,antibiotic,model,model_label
amr__multispecies_class_c_beta-lactamase_cmy-2,multispecies_class_c_beta-lactamase_cmy-2,0.46977,0.46977,coeficiente_logistico_absoluto,14,7,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,0.432661,0.432661,coeficiente_logistico_absoluto,14,8,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_c_beta-lactamase_cmy-2,extended-spectrum_class_c_beta-lactamase_cmy-2,0.423574,0.423574,coeficiente_logistico_absoluto,14,9,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,0.390861,0.390861,coeficiente_logistico_absoluto,14,10,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmycmy-2cfelat_family,cmycmy-2cfelat_family,0.385546,0.385546,coeficiente_logistico_absoluto,14,11,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-14,extended-spectrum_class_a_beta-lactamase_ctx-m-14,0.257437,0.257437,coeficiente_logistico_absoluto,14,12,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__qnrs1,qnrs1,0.247321,0.247321,coeficiente_logistico_absoluto,14,13,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_resistance_protein_mdth,multidrug_resistance_protein_mdth,-0.230036,0.230036,coeficiente_logistico_absoluto,14,14,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_gyra,escherichia_quinolone_resistant_gyra,0.229098,0.229098,coeficiente_logistico_absoluto,14,15,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_beta-lactamase_tem-156,multispecies_class_a_beta-lactamase_tem-156,0.228657,0.228657,coeficiente_logistico_absoluto,14,16,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__response_regulator_baer,response_regulator_baer,-0.226591,0.226591,coeficiente_logistico_absoluto,14,17,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_resistance_protein_mdtg,multidrug_resistance_protein_mdtg,-0.204527,0.204527,coeficiente_logistico_absoluto,14,18,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-55,ctx-m-55,0.201785,0.201785,coeficiente_logistico_absoluto,14,19,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__broad-spectrum_class_a_beta-lactamase_tem-1,broad-spectrum_class_a_beta-lactamase_tem-1,-0.197206,0.197206,coeficiente_logistico_absoluto,14,20,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-15,ctx-m-15,0.6905,0.6905,coeficiente_logistico_absoluto,15,1,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m_family,ctx-m_family,0.669452,0.669452,coeficiente_logistico_absoluto,15,2,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-14,ctx-m-14,0.635771,0.635771,coeficiente_logistico_absoluto,15,3,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmy-2,cmy-2,0.565143,0.565143,coeficiente_logistico_absoluto,15,4,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-15,extended-spectrum_class_a_beta-lactamase_ctx-m-15,0.497201,0.497201,coeficiente_logistico_absoluto,15,5,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_c_beta-lactamase_cmy-2,multispecies_class_c_beta-lactamase_cmy-2,0.481603,0.481603,coeficiente_logistico_absoluto,15,6,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,0.459669,0.459669,coeficiente_logistico_absoluto,15,7,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_c_beta-lactamase_cmy-2,extended-spectrum_class_c_beta-lactamase_cmy-2,0.404361,0.404361,coeficiente_logistico_absoluto,15,8,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmycmy-2cfelat_family,cmycmy-2cfelat_family,0.403512,0.403512,coeficiente_logistico_absoluto,15,9,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,0.34238,0.34238,coeficiente_logistico_absoluto,15,10,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,0.303764,0.303764,coeficiente_logistico_absoluto,15,11,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_gyra,escherichia_quinolone_resistant_gyra,0.298228,0.298228,coeficiente_logistico_absoluto,15,12,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_efflux_system_mdtef-tolc_inner-membrane_protondrug_antiporter_mdtf_rnd_type,multidrug_efflux_system_mdtef-tolc_inner-membrane_protondrug_antiporter_mdtf_rnd_type,-0.267136,0.267136,coeficiente_logistico_absoluto,15,13,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-14,extended-spectrum_class_a_beta-lactamase_ctx-m-14,0.249658,0.249658,coeficiente_logistico_absoluto,15,14,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_parc,escherichia_quinolone_resistant_parc,0.232212,0.232212,coeficiente_logistico_absoluto,15,15,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__response_regulator_baer,response_regulator_baer,-0.21666,0.21666,coeficiente_logistico_absoluto,15,16,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-27,ctx-m-27,0.212652,0.212652,coeficiente_logistico_absoluto,15,17,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__undecaprenyl-diphosphatase_bcrc_ec_3.6.1.27_conveys_bacitracin_resistance,undecaprenyl-diphosphatase_bcrc_ec_3.6.1.27_conveys_bacitracin_resistance,-0.195933,0.195933,coeficiente_logistico_absoluto,15,18,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_beta-lactamase_tem-156,multispecies_class_a_beta-lactamase_tem-156,0.186713,0.186713,coeficiente_logistico_absoluto,15,19,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-27,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-27,0.179737,0.179737,coeficiente_logistico_absoluto,15,20,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
