feature,gene,importance,abs_importance,importance_type,antibiotic,model,model_label
amr__teta_1,teta_1,0.0,0.0,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__bleomycin_resistance_protein,bleomycin_resistance_protein,0.0,0.0,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__fosmidomycin_resistance_protein,fosmidomycin_resistance_protein,0.0,0.0,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__aminoglycoside_o-phosphotransferase_aph3-iia,aminoglycoside_o-phosphotransferase_aph3-iia,0.0,0.0,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__arnc,arnc,0.0,0.0,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__fola,fola,0.0,0.0,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__arr-2,arr-2,0.0,0.0,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__tetracycline_resistance_mfs_efflux_pump_tetd,tetracycline_resistance_mfs_efflux_pump_tetd,0.0,0.0,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__tetracycline_resistance_ribosomal_protection_protein_tetm,tetracycline_resistance_ribosomal_protection_protein_tetm,0.0,0.0,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__aminoglycoside_nucleotidyltransferase_ant2-ia,aminoglycoside_nucleotidyltransferase_ant2-ia,0.0,0.0,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__arma,arma,0.0,0.0,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__ant2-ia,ant2-ia,0.0,0.0,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__ant1,ant1,0.0,0.0,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__ant1_1,ant1_1,0.0,0.0,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__hns_2,hns_2,0.0,0.0,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__lincosamide_nucleotidyltransferase_lnuf,lincosamide_nucleotidyltransferase_lnuf,0.0,0.0,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__lipid_a_phosphoethanolamine_transferase_putative,lipid_a_phosphoethanolamine_transferase_putative,0.0,0.0,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__mcr-1.1,mcr-1.1,0.0,0.0,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__macrolide_efflux_mfs_transporter_mefb,macrolide_efflux_mfs_transporter_mefb,0.0,0.0,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__macrolide_2-phosphotransferase_mphb_family,macrolide_2-phosphotransferase_mphb_family,0.0,0.0,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__maca_2,maca_2,0.0,0.0,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__maca_1,maca_1,0.0,0.0,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada25,ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada25,0.0,0.0,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__kpc-3,kpc-3,0.0,0.0,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__marr_2,marr_2,0.0,0.0,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__mara_1,mara_1,0.0,0.0,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__tufa_1,tufa_1,0.0,0.0,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__trimethoprim-resistant_dihydrofolate_reductase_dfra8,trimethoprim-resistant_dihydrofolate_reductase_dfra8,0.0,0.0,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__trimethoprim-resistant_dihydrofolate_reductase_dfra7,trimethoprim-resistant_dihydrofolate_reductase_dfra7,0.0,0.0,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__tufa_2,tufa_2,0.0,0.0,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__aminoglycoside_2-nucleotidyltransferase_ec_2.7.7.46_ant2-ia_aadb_family,aminoglycoside_2-nucleotidyltransferase_ec_2.7.7.46_ant2-ia_aadb_family,0.0,0.0,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__type_a-2_chloramphenicol_o-acetyltransferase_catii,type_a-2_chloramphenicol_o-acetyltransferase_catii,0.0,0.0,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__vapb_2,vapb_2,0.0,0.0,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__aac6-ib_family_aminoglycoside_6-n-acetyltransferase,aac6-ib_family_aminoglycoside_6-n-acetyltransferase,0.0,0.0,importancia_gini_bosque_aleatorio,ciprofloxacin,random_forest_balanced,Bosque aleatorio balanceado
amr__ctx-m-15,ctx-m-15,0.685124,0.685124,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m_family,ctx-m_family,0.659027,0.659027,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-14,ctx-m-14,0.559204,0.559204,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmy-2,cmy-2,0.529752,0.529752,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-15,extended-spectrum_class_a_beta-lactamase_ctx-m-15,0.4942,0.4942,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_c_beta-lactamase_cmy-2,multispecies_class_c_beta-lactamase_cmy-2,0.477908,0.477908,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,0.461722,0.461722,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,0.413875,0.413875,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,class_a_beta-lactamase_ec_3.5.2.6_ctx-m_family_extended-spectrum,0.407853,0.407853,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_c_beta-lactamase_cmy-2,extended-spectrum_class_c_beta-lactamase_cmy-2,0.406272,0.406272,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmycmy-2cfelat_family,cmycmy-2cfelat_family,0.388313,0.388313,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_gyra,escherichia_quinolone_resistant_gyra,0.268235,0.268235,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-14,extended-spectrum_class_a_beta-lactamase_ctx-m-14,0.263889,0.263889,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__response_regulator_baer,response_regulator_baer,-0.251321,0.251321,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__qnrs1,qnrs1,0.223575,0.223575,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_resistance_protein_mdth,multidrug_resistance_protein_mdth,-0.220231,0.220231,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-55,ctx-m-55,0.219334,0.219334,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_beta-lactamase_tem-156,multispecies_class_a_beta-lactamase_tem-156,0.203796,0.203796,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_parc,escherichia_quinolone_resistant_parc,0.193208,0.193208,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-27,ctx-m-27,0.190459,0.190459,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ctx-m-1,ctx-m-1,0.18406,0.18406,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_resistance_protein_mdtg,multidrug_resistance_protein_mdtg,-0.176434,0.176434,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_quinolone_resistance_pentapeptide_repeat_protein_qnrs1,multispecies_quinolone_resistance_pentapeptide_repeat_protein_qnrs1,0.173469,0.173469,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__class_d_beta-lactamase_ec_3.5.2.6_oxa-1_family,class_d_beta-lactamase_ec_3.5.2.6_oxa-1_family,0.169726,0.169726,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-27,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-27,0.168406,0.168406,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_fosfomycin_resistant_ptsi,escherichia_fosfomycin_resistant_ptsi,0.161451,0.161451,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__catb3,catb3,0.16082,0.16082,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_type_b-3_chloramphenicol_o-acetyltransferase_catb3,multispecies_type_b-3_chloramphenicol_o-acetyltransferase_catb3,0.158443,0.158443,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-55,extended-spectrum_class_a_beta-lactamase_ctx-m-55,0.15786,0.15786,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mpha,mpha,0.152132,0.152132,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_quinolone_resistant_pare,escherichia_quinolone_resistant_pare,0.151628,0.151628,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__kpc-2,kpc-2,0.150664,0.150664,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_efflux_system_mdtef-tolc_inner-membrane_protondrug_antiporter_mdtf_rnd_type,multidrug_efflux_system_mdtef-tolc_inner-membrane_protondrug_antiporter_mdtf_rnd_type,-0.149959,0.149959,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_aminoglycoside_o-phosphotransferase_aph6-id,multispecies_aminoglycoside_o-phosphotransferase_aph6-id,0.14771,0.14771,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_efflux_system_emrky-tolc_inner-membrane_protondrug_antiporter_emry_mfs_type,multidrug_efflux_system_emrky-tolc_inner-membrane_protondrug_antiporter_emry_mfs_type,-0.14581,0.14581,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-55,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-55,0.144867,0.144867,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_coli_ef-tu_mutants_conferring_resistance_to_pulvomycin,escherichia_coli_ef-tu_mutants_conferring_resistance_to_pulvomycin,0.14177,0.14177,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_shv-12,multispecies_class_a_extended-spectrum_beta-lactamase_shv-12,0.141135,0.141135,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-27,extended-spectrum_class_a_beta-lactamase_ctx-m-27,0.140379,0.140379,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aminoglycoside_2-nucleotidyltransferase_ec_2.7.7.46_ant2-ia_aadb_family,aminoglycoside_2-nucleotidyltransferase_ec_2.7.7.46_ant2-ia_aadb_family,-0.136171,0.136171,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aminoglycoside_n-acetyltransferase_aac3-iie,aminoglycoside_n-acetyltransferase_aac3-iie,0.132686,0.132686,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mpha_family,mpha_family,0.132579,0.132579,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__translation_elongation_factor_g,translation_elongation_factor_g,-0.132278,0.132278,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmla6,cmla6,0.132043,0.132043,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aada15,aada15,0.130654,0.130654,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__pipb2_2,pipb2_2,-0.127397,0.127397,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__hypothetical_protein,hypothetical_protein,-0.125975,0.125975,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__lsu_ribosomal_protein_l6p_l9e,lsu_ribosomal_protein_l6p_l9e,-0.125097,0.125097,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__chloramphenicolflorfenicol_efflux_mfs_transporter_flor,chloramphenicolflorfenicol_efflux_mfs_transporter_flor,0.124477,0.124477,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__shv-12,shv-12,0.122144,0.122144,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__flor_family,flor_family,0.121179,0.121179,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__kpc-3,kpc-3,0.121136,0.121136,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__macrolide-specific_efflux_protein_maca,macrolide-specific_efflux_protein_maca,-0.118824,0.118824,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__oxa-1_family_class_d_beta-lactamase,oxa-1_family_class_d_beta-lactamase,0.118469,0.118469,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__rpsj,rpsj,0.115448,0.115448,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ec-5,ec-5,-0.114343,0.114343,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__subclass_b1_beta-lactamase_ec_3.5.2.6_ndm_family,subclass_b1_beta-lactamase_ec_3.5.2.6_ndm_family,0.11413,0.11413,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aac3-iiiiiivviviiiixx,aac3-iiiiiivviviiiixx,0.114108,0.114108,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__type_b-3_chloramphenicol_o-acetyltransferase_catb3,type_b-3_chloramphenicol_o-acetyltransferase_catb3,0.110425,0.110425,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__gdpd,gdpd,0.110008,0.110008,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmla_family,cmla_family,-0.109785,0.109785,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aminoglycoside_n3-acetyltransferase_ec_2.3.1.81_aac3-iiiiiivviviiiixx,aminoglycoside_n3-acetyltransferase_ec_2.3.1.81_aac3-iiiiiivviviiiixx,0.108985,0.108985,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__catb_family,catb_family,0.108888,0.108888,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__baes,baes,-0.108222,0.108222,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__broad-spectrum_class_a_beta-lactamase_tem-1,broad-spectrum_class_a_beta-lactamase_tem-1,-0.107836,0.107836,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aac3-iic,aac3-iic,0.107265,0.107265,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__acrr,acrr,0.106729,0.106729,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__trimethoprim-resistant_dihydrofolate_reductase_dfra5,trimethoprim-resistant_dihydrofolate_reductase_dfra5,-0.104746,0.104746,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__tetracycline_efflux_mfs_transporter_teta,tetracycline_efflux_mfs_transporter_teta,0.104698,0.104698,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aac6-ib10,aac6-ib10,0.104312,0.104312,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__shv-64,shv-64,0.103705,0.103705,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__chloramphenicol_o-acetyltransferase_ec_2.3.1.28_catb_family,chloramphenicol_o-acetyltransferase_ec_2.3.1.28_catb_family,0.103436,0.103436,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__baca,baca,-0.102919,0.102919,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__brpmbl,brpmbl,0.102853,0.102853,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__rpob,rpob,-0.102738,0.102738,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__fosa4,fosa4,-0.10119,0.10119,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__vgac,vgac,0.101159,0.101159,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mefb,mefb,-0.099991,0.099991,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__soxs,soxs,-0.099987,0.099987,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__oxa-48,oxa-48,0.09996,0.09996,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__oxa-48_family,oxa-48_family,0.099795,0.099795,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_efflux_system_emrab-omf_membrane_fusion_component_emra,multidrug_efflux_system_emrab-omf_membrane_fusion_component_emra,-0.099471,0.099471,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada2,ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada2,0.099424,0.099424,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__pgsa,pgsa,0.099334,0.099334,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_coli_parc_conferring_resistance_to_fluoroquinolones,escherichia_coli_parc_conferring_resistance_to_fluoroquinolones,0.09918,0.09918,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_colistin_resistant_pmrb,escherichia_colistin_resistant_pmrb,-0.098741,0.098741,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__gade,gade,0.098524,0.098524,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_aminoglycoside_n-acetyltransferase_aac3-iid,multispecies_aminoglycoside_n-acetyltransferase_aac3-iid,0.098228,0.098228,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__bleomycin_resistance_protein,bleomycin_resistance_protein,0.09762,0.09762,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aac6-ib-cr,aac6-ib-cr,0.097495,0.097495,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aac3-iia,aac3-iia,0.09631,0.09631,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__pentapeptide_repeat_protein_qnrb_family,pentapeptide_repeat_protein_qnrb_family,0.095871,0.095871,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_sulfonamide-resistant_dihydropteroate_synthase_sul1,multispecies_sulfonamide-resistant_dihydropteroate_synthase_sul1,0.09448,0.09448,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_carbapenem-hydrolyzing_class_d_beta-lactamase_oxa-48,multispecies_carbapenem-hydrolyzing_class_d_beta-lactamase_oxa-48,0.094159,0.094159,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__teta,teta,0.093516,0.093516,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mdta,mdta,-0.092944,0.092944,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_coli_gyra_conferring_resistance_to_fluoroquinolones,escherichia_coli_gyra_conferring_resistance_to_fluoroquinolones,0.092663,0.092663,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__shv-1,shv-1,-0.092355,0.092355,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__acrd,acrd,-0.092317,0.092317,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mdtg,mdtg,0.09145,0.09145,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_ampicillinchloramphenicolquinolonerifampintetracycline_resistant_marr,escherichia_ampicillinchloramphenicolquinolonerifampintetracycline_resistant_marr,-0.091084,0.091084,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__acrf,acrf,-0.090611,0.090611,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__acrad-tolc,acrad-tolc,-0.090476,0.090476,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aac3-via,aac3-via,0.090435,0.090435,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__sul1,sul1,0.090153,0.090153,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aminoglycoside_o-phosphotransferase_aph3-ib,aminoglycoside_o-phosphotransferase_aph3-ib,-0.089272,0.089272,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mdtm,mdtm,0.089232,0.089232,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_lincosamide_nucleotidyltransferase_lnug,multispecies_lincosamide_nucleotidyltransferase_lnug,0.089101,0.089101,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfra1,multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfra1,-0.088891,0.088891,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__epta,epta,-0.088803,0.088803,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__oxa-48_family_carbapenem-hydrolyzing_class_d_beta-lactamase_oxa-48,oxa-48_family_carbapenem-hydrolyzing_class_d_beta-lactamase_oxa-48,0.088626,0.088626,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__shv_family,shv_family,0.086846,0.086846,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__bla_2,bla_2,0.086765,0.086765,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_efflux_system_emrab-omf_inner-membrane_protondrug_antiporter_emrb_mfs_type,multidrug_efflux_system_emrab-omf_inner-membrane_protondrug_antiporter_emrb_mfs_type,-0.086735,0.086735,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__qace,qace,0.086671,0.086671,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multiple_antibiotic_resistance_protein_mara,multiple_antibiotic_resistance_protein_mara,0.085489,0.085489,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__tolc,tolc,0.085252,0.085252,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__tetm,tetm,0.08486,0.08486,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__s12p,s12p,0.084755,0.084755,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ec-18,ec-18,0.084635,0.084635,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
