feature,gene,importance,abs_importance,importance_type,antibiotic,model,model_label
amr__multispecies_type_a-2_chloramphenicol_o-acetyltransferase_catii,multispecies_type_a-2_chloramphenicol_o-acetyltransferase_catii,-0.084304,0.084304,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__acra,acra,0.083376,0.083376,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_coli_cyaa_with_mutation_conferring_resistance_to_fosfomycin,escherichia_coli_cyaa_with_mutation_conferring_resistance_to_fosfomycin,-0.083336,0.083336,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__vapb_protein_antitoxin_to_vapc,vapb_protein_antitoxin_to_vapc,0.08291,0.08291,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ec-8,ec-8,0.082636,0.082636,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__trimethoprim-resistant_dihydrofolate_reductase_dfra14,trimethoprim-resistant_dihydrofolate_reductase_dfra14,0.081989,0.081989,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_chloramphenicol_efflux_mfs_transporter_cmla1,multispecies_chloramphenicol_efflux_mfs_transporter_cmla1,-0.081766,0.081766,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__undecaprenyl-diphosphatase_ec_3.6.1.27,undecaprenyl-diphosphatase_ec_3.6.1.27,-0.081459,0.081459,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__tem-30,tem-30,-0.079737,0.079737,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__undecaprenyl-diphosphatase_bcrc_ec_3.6.1.27_conveys_bacitracin_resistance,undecaprenyl-diphosphatase_bcrc_ec_3.6.1.27_conveys_bacitracin_resistance,-0.079375,0.079375,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada2,multispecies_ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada2,-0.079111,0.079111,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__redox-sensitive_transcriptional_activator_soxr,redox-sensitive_transcriptional_activator_soxr,-0.078864,0.078864,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_resistance_outer_membrane_protein_mdtp,multidrug_resistance_outer_membrane_protein_mdtp,-0.078794,0.078794,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__folp_2,folp_2,-0.078539,0.078539,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__yokd,yokd,0.078249,0.078249,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__broad-spectrum_class_a_beta-lactamase_shv-1,broad-spectrum_class_a_beta-lactamase_shv-1,-0.07769,0.07769,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_efflux_system_mdtabc-tolc_membrane_fusion_component_mdta,multidrug_efflux_system_mdtabc-tolc_membrane_fusion_component_mdta,-0.077394,0.077394,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__qach,qach,0.077298,0.077298,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__gadw,gadw,-0.07729,0.07729,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__trimethoprim-resistant_dihydrofolate_reductase_dfra1,trimethoprim-resistant_dihydrofolate_reductase_dfra1,0.077261,0.077261,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__rmtb,rmtb,0.076709,0.076709,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__small_multidrug_resistance_smr_efflux_transporter_emre_broad_substrate_specificity,small_multidrug_resistance_smr_efflux_transporter_emre_broad_substrate_specificity,-0.076449,0.076449,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aac6-ib7,aac6-ib7,0.076385,0.076385,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__pmrb,pmrb,-0.076088,0.076088,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__emrb_1,emrb_1,0.075328,0.075328,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_broad-spectrum_beta-lactamase_tem-116,multispecies_class_a_broad-spectrum_beta-lactamase_tem-116,0.073942,0.073942,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aminoglycoside_3-nucleotidyltransferase_ec_2.7.7.-_ant3-ia_aada_family,aminoglycoside_3-nucleotidyltransferase_ec_2.7.7.-_ant3-ia_aada_family,0.072816,0.072816,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ant1_2,ant1_2,-0.072394,0.072394,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__small_multidrug_resistance_smr_efflux_transporter_suge_quaternary_ammonium_compounds,small_multidrug_resistance_smr_efflux_transporter_suge_quaternary_ammonium_compounds,0.072139,0.072139,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__chloramphenicol_o-acetyltransferase_ec_2.3.1.28_cata1cata4_family,chloramphenicol_o-acetyltransferase_ec_2.3.1.28_cata1cata4_family,0.072044,0.072044,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_coli_acra,escherichia_coli_acra,-0.071311,0.071311,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__quinolone_resistance_pentapeptide_repeat_protein_qnrs1,quinolone_resistance_pentapeptide_repeat_protein_qnrs1,0.071309,0.071309,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__alanine_racemase_ec_5.1.1.1,alanine_racemase_ec_5.1.1.1,0.070686,0.070686,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__soxr,soxr,-0.070665,0.070665,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__tetracycline_resistance_ribosomal_protection_protein_tetm,tetracycline_resistance_ribosomal_protection_protein_tetm,0.070582,0.070582,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__ampc,ampc,0.070167,0.070167,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__qacedelta1,qacedelta1,0.070123,0.070123,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__hns,hns,0.069994,0.069994,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmla1,cmla1,0.069589,0.069589,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_coli_glpt_with_mutation_conferring_resistance_to_fosfomycin,escherichia_coli_glpt_with_mutation_conferring_resistance_to_fosfomycin,-0.068962,0.068962,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__rosa,rosa,-0.068753,0.068753,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aac3-iie,aac3-iie,0.068547,0.068547,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__arnt,arnt,0.067569,0.067569,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__alanyl-trna_synthetase_ec_6.1.1.7,alanyl-trna_synthetase_ec_6.1.1.7,-0.067548,0.067548,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__copper-sensing_two-component_system_response_regulator_cpxr,copper-sensing_two-component_system_response_regulator_cpxr,0.067524,0.067524,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cmy-132,cmy-132,0.067337,0.067337,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_tetracycline_efflux_mfs_transporter_teta,multispecies_tetracycline_efflux_mfs_transporter_teta,0.067032,0.067032,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-1,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-1,0.066938,0.066938,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_coli_acrab-tolc_with_acrr_mutation_conferring_resistance_to_ciprofloxacin_tetracycline_and_ceftazidime,escherichia_coli_acrab-tolc_with_acrr_mutation_conferring_resistance_to_ciprofloxacin_tetracycline_and_ceftazidime,-0.066303,0.066303,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__phosphoethanolamine--lipid_a_transferase_mcr-1.1,phosphoethanolamine--lipid_a_transferase_mcr-1.1,0.065743,0.065743,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multiple_antibiotic_resistance_protein_marr,multiple_antibiotic_resistance_protein_marr,0.06524,0.06524,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__sulfonamide-resistant_dihydropteroate_synthase_sul1,sulfonamide-resistant_dihydropteroate_synthase_sul1,0.065047,0.065047,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__acrz,acrz,-0.064233,0.064233,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__oxygen-insensitive_nadph_nitroreductase_ec_1.-.-.-,oxygen-insensitive_nadph_nitroreductase_ec_1.-.-.-,0.06345,0.06345,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__trimethoprim-resistant_dihydrofolate_reductase_dfra36,trimethoprim-resistant_dihydrofolate_reductase_dfra36,-0.06315,0.06315,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__inner_membrane_component_mdtn_of_tripartite_multidrug_resistance_system,inner_membrane_component_mdtn_of_tripartite_multidrug_resistance_system,-0.063123,0.063123,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__haemophilus_influenzae_pbp3_conferring_resistance_to_beta-lactam_antibiotics,haemophilus_influenzae_pbp3_conferring_resistance_to_beta-lactam_antibiotics,-0.062905,0.062905,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__cpxa,cpxa,-0.062693,0.062693,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__bcrc,bcrc,0.062646,0.062646,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__resistance-nodulation-cell_division_transporter_system._multidrug_resistance_efflux_pump.,resistance-nodulation-cell_division_transporter_system._multidrug_resistance_efflux_pump.,0.062586,0.062586,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__tetracycline_efflux_mfs_transporter_tetd,tetracycline_efflux_mfs_transporter_tetd,0.061873,0.061873,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_type_a-1_chloramphenicol_o-acetyltransferase,multispecies_type_a-1_chloramphenicol_o-acetyltransferase,0.061178,0.061178,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__fyua,fyua,-0.059975,0.059975,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__uhpt,uhpt,-0.059739,0.059739,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__transcriptional_regulator_gadx_arac_family,transcriptional_regulator_gadx_arac_family,0.059557,0.059557,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__udp-glucose_6-dehydrogenase_ec_1.1.1.22,udp-glucose_6-dehydrogenase_ec_1.1.1.22,-0.05946,0.05946,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__undecaprenyl_phosphate-alpha-4-amino-4-deoxy-l-arabinose_arabinosyl_transferase_ec_2.4.2.43_polymyxin_resistance_protein,undecaprenyl_phosphate-alpha-4-amino-4-deoxy-l-arabinose_arabinosyl_transferase_ec_2.4.2.43_polymyxin_resistance_protein,-0.059438,0.059438,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__dfra14,dfra14,0.059368,0.059368,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_mpha_family_macrolide_2-phosphotransferase,multispecies_mpha_family_macrolide_2-phosphotransferase,0.057625,0.057625,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multidrug_efflux_system_inner_membrane_protondrug_antiporter_rnd_type_mexb_of_mexab-oprm,multidrug_efflux_system_inner_membrane_protondrug_antiporter_rnd_type_mexb_of_mexab-oprm,0.057385,0.057385,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__maca,maca,0.057297,0.057297,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__class_c_extended-spectrum_beta-lactamase_ec-18,class_c_extended-spectrum_beta-lactamase_ec-18,0.057242,0.057242,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aminoglycoside_o-phosphotransferase_aph3-iia,aminoglycoside_o-phosphotransferase_aph3-iia,-0.056057,0.056057,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__oxyr,oxyr,0.055925,0.055925,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mdtabc-tolc,mdtabc-tolc,-0.055363,0.055363,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__dxr,dxr,-0.055253,0.055253,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__crp,crp,0.054985,0.054985,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__yhes_3,yhes_3,-0.054858,0.054858,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__emrd,emrd,-0.054651,0.054651,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mura,mura,0.054445,0.054445,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__mdtd,mdtd,-0.054122,0.054122,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__aph3-ia,aph3-ia,0.053571,0.053571,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__gyra,gyra,-0.053212,0.053212,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__emre_2,emre_2,-0.052851,0.052851,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__multispecies_tetracycline_efflux_mfs_transporter_tetb,multispecies_tetracycline_efflux_mfs_transporter_tetb,-0.052136,0.052136,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_coli_ptsi_with_mutation_conferring_resistance_to_fosfomycin,escherichia_coli_ptsi_with_mutation_conferring_resistance_to_fosfomycin,0.052,0.052,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
amr__escherichia_coli_mdfa,escherichia_coli_mdfa,0.051829,0.051829,coeficiente_logistico_absoluto,cefotaxime,logistic_regression_balanced,Regresión logística balanceada
