antibiotic,feature,n_present,prevalence_pct
cefotaxime,amr__leuo_1,4,0.061
cefotaxime,amr__leuo_2,0,0.0
cefotaxime,amr__leuo_3,0,0.0
cefotaxime,amr__lhk-5,1,0.015
cefotaxime,amr__lincosamide_nucleotidyltransferase_lnub,2,0.03
cefotaxime,amr__lincosamide_nucleotidyltransferase_lnuf,10,0.152
cefotaxime,amr__lincosamide_nucleotidyltransferase_lnuflnug,1,0.015
cefotaxime,amr__lincosamide_nucleotidyltransferase_lnug,2,0.03
cefotaxime,amr__ling,5,0.076
cefotaxime,amr__lipid_a_export_permeaseatp-binding_protein_msba,217,3.293
cefotaxime,amr__lipid_a_phosphoethanolamine_transferase_eptapmrc_ec_2.7.8.43,376,5.706
cefotaxime,amr__lipid_a_phosphoethanolamine_transferase_putative,4,0.061
cefotaxime,amr__lipopolysaccharide_core_heptoseii-phosphate_phosphatase_polymyxin_resistance_protein_pmrg,222,3.369
cefotaxime,amr__lnub,6,0.091
cefotaxime,amr__lnuf,0,0.0
cefotaxime,amr__lnuflnug,5,0.076
cefotaxime,amr__lnug,3,0.046
cefotaxime,amr__lpea,2,0.03
cefotaxime,amr__lsu_ribosomal_protein_l6p_l9e,240,3.642
cefotaxime,amr__lysr_family_transcriptional_activator_leuo,213,3.232
cefotaxime,amr__maca,842,12.777
cefotaxime,amr__maca_1,0,0.0
cefotaxime,amr__maca_2,0,0.0
cefotaxime,amr__maca_3,0,0.0
cefotaxime,amr__macb,822,12.473
cefotaxime,amr__macb_1,0,0.0
cefotaxime,amr__macb_2,0,0.0
cefotaxime,amr__macrolide-specific_efflux_protein_maca,248,3.763
cefotaxime,amr__macrolide_2-phosphotransferase_mpha_family,57,0.865
cefotaxime,amr__macrolide_2-phosphotransferase_mphb_family,5,0.076
cefotaxime,amr__macrolide_efflux_mfs_transporter_mefb,5,0.076
cefotaxime,amr__macrolide_efflux_mfs_transporter_mefc,1,0.015
cefotaxime,amr__macrolide_export_atp-bindingpermease_protein_macb,271,4.112
cefotaxime,amr__macrolide_hydrolase_estt,1,0.015
cefotaxime,amr__macrolide_phosphotransferase,2,0.03
cefotaxime,amr__macrolide_resistance_mfs_efflux_pump_mefb,1,0.015
cefotaxime,amr__major_facilitator_superfamily_transporter._multidrug_resistance_efflux_pump.,4,0.061
cefotaxime,amr__major_facilitator_superfamily_transporter_chloramphenicol_efflux_pump.,1,0.015
cefotaxime,amr__major_facilitator_superfamily_transporter_tetracycline_efflux_pump.,1,0.015
cefotaxime,amr__mara,2063,31.305
cefotaxime,amr__mara_1,0,0.0
cefotaxime,amr__mara_2,0,0.0
cefotaxime,amr__marb,770,11.684
cefotaxime,amr__marr,1428,21.669
cefotaxime,amr__marr_1,0,0.0
cefotaxime,amr__marr_2,0,0.0
cefotaxime,amr__mcr-1,13,0.197
cefotaxime,amr__mcr-1.1,9,0.137
cefotaxime,amr__mcr-1.2,1,0.015
cefotaxime,amr__mcr-3.5,1,0.015
cefotaxime,amr__mcr-4.6,1,0.015
cefotaxime,amr__mdea,12,0.182
cefotaxime,amr__mdfa,772,11.715
cefotaxime,amr__mdfacmr,722,10.956
cefotaxime,amr__mdta,1572,23.854
cefotaxime,amr__mdtabc-tolc,1991,30.212
cefotaxime,amr__mdtb,1587,24.082
cefotaxime,amr__mdtc,1599,24.264
cefotaxime,amr__mdtc_1,7,0.106
cefotaxime,amr__mdtc_2,9,0.137
cefotaxime,amr__mdtd,723,10.971
cefotaxime,amr__mdte,1558,23.642
cefotaxime,amr__mdte_2,1,0.015
cefotaxime,amr__mdtef-tolc,1353,20.531
cefotaxime,amr__mdtf,1541,23.384
cefotaxime,amr__mdtg,1653,25.083
cefotaxime,amr__mdtg_2,0,0.0
cefotaxime,amr__mdth,1643,24.932
cefotaxime,amr__mdth_1,2,0.03
cefotaxime,amr__mdti,8,0.121
cefotaxime,amr__mdtj,8,0.121
cefotaxime,amr__mdtk,756,11.472
cefotaxime,amr__mdtl,1452,22.033
cefotaxime,amr__mdtm,1418,21.517
cefotaxime,amr__mdtn,1499,22.747
cefotaxime,amr__mdto,1623,24.628
cefotaxime,amr__mdto_1,0,0.0
cefotaxime,amr__mdto_2,0,0.0
cefotaxime,amr__mdtp,1613,24.476
cefotaxime,amr__mdtp_1,4,0.061
cefotaxime,amr__mdtp_2,2,0.03
cefotaxime,amr__mdtp_3,0,0.0
cefotaxime,amr__mdtq,0,0.0
cefotaxime,amr__mefb,70,1.062
cefotaxime,amr__mefc,1,0.015
cefotaxime,amr__membrane_fusion_component_mdto_of_tripartite_multidrug_resistance_system,233,3.536
cefotaxime,amr__mepa,0,0.0
cefotaxime,amr__mepr,0,0.0
cefotaxime,amr__mexab-oprm,146,2.215
cefotaxime,amr__mfd,781,11.851
cefotaxime,amr__mgrb,726,11.017
cefotaxime,amr__morganella_morganii_gyrb_conferring_resistance_to_fluoroquinolones,1,0.015
cefotaxime,amr__mpha,278,4.219
cefotaxime,amr__mpha_family,125,1.897
cefotaxime,amr__mpha_family_macrolide_2-phosphotransferase,150,2.276
cefotaxime,amr__mphb,17,0.258
cefotaxime,amr__mphb_family,3,0.046
cefotaxime,amr__mphb_family_macrolide_2-phosphotransferase,6,0.091
cefotaxime,amr__mphe,2,0.03
cefotaxime,amr__mphe_family_macrolide_2-phosphotransferase,4,0.061
cefotaxime,amr__mphemphg_family,5,0.076
cefotaxime,amr__mphg,3,0.046
cefotaxime,amr__mpra,1,0.015
cefotaxime,amr__mrx,297,4.507
cefotaxime,amr__msba,1597,24.234
cefotaxime,amr__msba_1,4,0.061
cefotaxime,amr__msre,7,0.106
cefotaxime,amr__multidrug_efflux_pump_emrd_of_mfs_type,356,5.402
cefotaxime,amr__multidrug_efflux_pump_mdfacmr_of_mfs_type_broad_spectrum,394,5.979
cefotaxime,amr__multidrug_efflux_pump_mdtl_of_mfs_type,410,6.222
cefotaxime,amr__multidrug_efflux_pump_mdtm_of_mfs_type,216,3.278
cefotaxime,amr__multidrug_efflux_rnd_transporter_permease_subunit_oqxb,0,0.0
cefotaxime,amr__multidrug_efflux_smr_transporter_smr,1,0.015
cefotaxime,amr__multidrug_efflux_system_acrab-tolc_inner-membrane_protondrug_antiporter_acrb_rnd_type,375,5.69
cefotaxime,amr__multidrug_efflux_system_acrab-tolc_membrane_fusion_component_acra,395,5.994
cefotaxime,amr__multidrug_efflux_system_acref-tolc_inner-membrane_protondrug_antiporter_acrf_rnd_type,405,6.146
cefotaxime,amr__multidrug_efflux_system_acref-tolc_membrane_fusion_component_acre,403,6.115
cefotaxime,amr__multidrug_efflux_system_emrab-omf_inner-membrane_protondrug_antiporter_emrb_mfs_type,395,5.994
cefotaxime,amr__multidrug_efflux_system_emrab-omf_membrane_fusion_component_emra,392,5.948
cefotaxime,amr__multidrug_efflux_system_emrky-tolc_inner-membrane_protondrug_antiporter_emry_mfs_type,392,5.948
cefotaxime,amr__multidrug_efflux_system_emrky-tolc_membrane_fusion_component_emrk,387,5.873
cefotaxime,amr__multidrug_efflux_system_inner_membrane_protondrug_antiporter_rnd_type_mexb_of_mexab-oprm,45,0.683
cefotaxime,amr__multidrug_efflux_system_mdtabc-tolc_inner-membrane_protondrug_antiporter_mdtb_rnd_type,391,5.933
cefotaxime,amr__multidrug_efflux_system_mdtabc-tolc_inner-membrane_protondrug_antiporter_mdtc_rnd_type,359,5.448
cefotaxime,amr__multidrug_efflux_system_mdtabc-tolc_membrane_fusion_component_mdta,407,6.176
cefotaxime,amr__multidrug_efflux_system_mdtef-tolc_inner-membrane_protondrug_antiporter_mdtf_rnd_type,402,6.1
cefotaxime,amr__multidrug_efflux_system_mdtef-tolc_membrane_fusion_component_mdte,392,5.948
cefotaxime,amr__multidrug_efflux_transporter_mdtknorm_mate_family,1,0.015
cefotaxime,amr__multidrug_resistance_efflux_pump.,2,0.03
cefotaxime,amr__multidrug_resistance_outer_membrane_protein_mdtp,184,2.792
cefotaxime,amr__multidrug_resistance_protein_mdtg,203,3.08
cefotaxime,amr__multidrug_resistance_protein_mdth,215,3.263
cefotaxime,amr__multidrug_resistance_regulator_emrr_mpra,407,6.176
cefotaxime,amr__multidrug_resistance_transporter_bicyclomycin_resistance_protein_bcr-1,239,3.627
cefotaxime,amr__multiple_antibiotic_resistance_protein_mara,387,5.873
cefotaxime,amr__multiple_antibiotic_resistance_protein_marb,220,3.338
cefotaxime,amr__multiple_antibiotic_resistance_protein_marr,391,5.933
cefotaxime,amr__multispecies_16s_rrna_guanine1405-n7-methyltransferase_rmtb1,4,0.061
cefotaxime,amr__multispecies_23s_rrna_adenine2058-n6-methyltransferase_ermb,18,0.273
cefotaxime,amr__multispecies_aac3-ii_family_aminoglycoside_n-acetyltransferase,1,0.015
cefotaxime,amr__multispecies_aac6-ib_family_aminoglycoside_6-n-acetyltransferase,1,0.015
cefotaxime,amr__multispecies_abc-f_type_ribosomal_protection_protein_msre,1,0.015
cefotaxime,amr__multispecies_aminoglycoside_n-acetyltransferase_aac3-iia,41,0.622
cefotaxime,amr__multispecies_aminoglycoside_n-acetyltransferase_aac3-iid,50,0.759
cefotaxime,amr__multispecies_aminoglycoside_n-acetyltransferase_aac3-iv,2,0.03
cefotaxime,amr__multispecies_aminoglycoside_n-acetyltransferase_aac6-im,1,0.015
cefotaxime,amr__multispecies_aminoglycoside_nucleotidyltransferase_ant2-ia,9,0.137
cefotaxime,amr__multispecies_aminoglycoside_nucleotidyltransferase_ant9-ia,0,0.0
cefotaxime,amr__multispecies_aminoglycoside_o-phosphotransferase_aph3-ia,18,0.273
cefotaxime,amr__multispecies_aminoglycoside_o-phosphotransferase_aph3-ib,259,3.93
cefotaxime,amr__multispecies_aminoglycoside_o-phosphotransferase_aph3-iia,3,0.046
cefotaxime,amr__multispecies_aminoglycoside_o-phosphotransferase_aph3-iiia,0,0.0
cefotaxime,amr__multispecies_aminoglycoside_o-phosphotransferase_aph3-vib,1,0.015
cefotaxime,amr__multispecies_aminoglycoside_o-phosphotransferase_aph4-ia,1,0.015
cefotaxime,amr__multispecies_aminoglycoside_o-phosphotransferase_aph6-id,263,3.991
cefotaxime,amr__multispecies_ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada1,138,2.094
cefotaxime,amr__multispecies_ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada16,1,0.015
cefotaxime,amr__multispecies_ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada2,38,0.577
cefotaxime,amr__multispecies_ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada22,5,0.076
cefotaxime,amr__multispecies_ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada25,0,0.0
cefotaxime,amr__multispecies_ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada5,122,1.851
cefotaxime,amr__multispecies_ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada7,1,0.015
cefotaxime,amr__multispecies_ant3_family_aminoglycoside_nucleotidyltransferase,7,0.106
cefotaxime,amr__multispecies_arma_family_16s_rrna_guanine1405-n7-methyltransferase,3,0.046
cefotaxime,amr__multispecies_blaec_family_class_c_beta-lactamase,62,0.941
cefotaxime,amr__multispecies_bleomycin_binding_protein,2,0.03
cefotaxime,amr__multispecies_bleomycin_binding_protein_ble-mbl,5,0.076
cefotaxime,amr__multispecies_bleomycin_binding_protein_blmt,2,0.03
cefotaxime,amr__multispecies_carbapenem-hydrolyzing_class_a_beta-lactamase_kpc-2,2,0.03
cefotaxime,amr__multispecies_carbapenem-hydrolyzing_class_a_beta-lactamase_kpc-4,1,0.015
cefotaxime,amr__multispecies_carbapenem-hydrolyzing_class_d_beta-lactamase_oxa-48,19,0.288
cefotaxime,amr__multispecies_cephalosporin-hydrolyzing_class_c_beta-lactamase_ec-5,533,8.088
cefotaxime,amr__multispecies_chloramphenicol_efflux_mfs_transporter_cmla1,21,0.319
cefotaxime,amr__multispecies_chloramphenicol_efflux_mfs_transporter_cmla5,0,0.0
cefotaxime,amr__multispecies_chloramphenicol_efflux_mfs_transporter_cmla6,1,0.015
cefotaxime,amr__multispecies_chloramphenicolflorfenicol_efflux_mfs_transporter_flor,23,0.349
cefotaxime,amr__multispecies_class_a_beta-lactamase_tem-156,148,2.246
cefotaxime,amr__multispecies_class_a_beta-lactamase_tem-176,2,0.03
cefotaxime,amr__multispecies_class_a_broad-spectrum_beta-lactamase_okp-b-1,0,0.0
cefotaxime,amr__multispecies_class_a_broad-spectrum_beta-lactamase_shv-1,11,0.167
cefotaxime,amr__multispecies_class_a_broad-spectrum_beta-lactamase_tem-1,370,5.615
cefotaxime,amr__multispecies_class_a_broad-spectrum_beta-lactamase_tem-116,8,0.121
cefotaxime,amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-1,5,0.076
cefotaxime,amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-14,32,0.486
cefotaxime,amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-15,83,1.259
cefotaxime,amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-2,3,0.046
cefotaxime,amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-24,3,0.046
cefotaxime,amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-27,17,0.258
cefotaxime,amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-32,1,0.015
cefotaxime,amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-55,10,0.152
cefotaxime,amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-9,1,0.015
cefotaxime,amr__multispecies_class_a_extended-spectrum_beta-lactamase_sfo-1,0,0.0
cefotaxime,amr__multispecies_class_a_extended-spectrum_beta-lactamase_shv-12,6,0.091
cefotaxime,amr__multispecies_class_a_extended-spectrum_beta-lactamase_shv-2,1,0.015
cefotaxime,amr__multispecies_class_a_extended-spectrum_beta-lactamase_shv-2a,0,0.0
cefotaxime,amr__multispecies_class_a_extended-spectrum_beta-lactamase_tem-12,1,0.015
cefotaxime,amr__multispecies_class_a_extended-spectrum_beta-lactamase_tem-19,1,0.015
cefotaxime,amr__multispecies_class_a_extended-spectrum_beta-lactamase_tem-52,1,0.015
cefotaxime,amr__multispecies_class_c_beta-lactamase_cmy-2,47,0.713
cefotaxime,amr__multispecies_class_c_beta-lactamase_cmy-4,1,0.015
cefotaxime,amr__multispecies_class_c_beta-lactamase_cmy-6,0,0.0
cefotaxime,amr__multispecies_class_c_beta-lactamase_dha-1,1,0.015
cefotaxime,amr__multispecies_erea_family_erythromycin_esterase,1,0.015
cefotaxime,amr__multispecies_fosa_family_fosfomycin_resistance_glutathione_transferase,1,0.015
cefotaxime,amr__multispecies_fosfomycin_resistance_glutathione_transferase_fosa4,1,0.015
cefotaxime,amr__multispecies_fosfomycin_resistance_glutathione_transferase_fosa5,1,0.015
cefotaxime,amr__multispecies_inhibitor-resistant_class_a_broad-spectrum_beta-lactamase_tem-30,2,0.03
cefotaxime,amr__multispecies_inhibitor-resistant_class_a_broad-spectrum_beta-lactamase_tem-40,6,0.091
cefotaxime,amr__multispecies_lincosamide_nucleotidyltransferase_lnuf,6,0.091
cefotaxime,amr__multispecies_lincosamide_nucleotidyltransferase_lnug,5,0.076
cefotaxime,amr__multispecies_macrolide_efflux_mfs_transporter_mefb,21,0.319
cefotaxime,amr__multispecies_mpha_family_macrolide_2-phosphotransferase,165,2.504
cefotaxime,amr__multispecies_mphb_family_macrolide_2-phosphotransferase,15,0.228
cefotaxime,amr__multispecies_mphe_family_macrolide_2-phosphotransferase,4,0.061
cefotaxime,amr__multispecies_multidrug_efflux_rnd_transporter_permease_subunit_oqxb,1,0.015
cefotaxime,amr__multispecies_nad--rifampin_adp-ribosyltransferase_arr-2,4,0.061
cefotaxime,amr__multispecies_nad--rifampin_adp-ribosyltransferase_arr-3,0,0.0
cefotaxime,amr__multispecies_oxa-48_family_carbapenem-hydrolyzing_class_d_beta-lactamase_oxa-181,1,0.015
cefotaxime,amr__multispecies_oxa-48_family_carbapenem-hydrolyzing_class_d_beta-lactamase_oxa-244,1,0.015
cefotaxime,amr__multispecies_oxacillin-hydrolyzing_class_d_beta-lactamase_oxa-1,56,0.85
cefotaxime,amr__multispecies_oxacillin-hydrolyzing_class_d_beta-lactamase_oxa-9,4,0.061
cefotaxime,amr__multispecies_phosphoethanolamine--lipid_a_transferase_mcr-1,7,0.106
cefotaxime,amr__multispecies_pse_family_carbenicillin-hydrolyzing_class_a_beta-lactamase_carb-2,2,0.03
cefotaxime,amr__multispecies_quaternary_ammonium_compound_efflux_smr_transporter_qace_delta_1,254,3.854
cefotaxime,amr__multispecies_quaternary_ammonium_compound_efflux_smr_transporter_qacf,1,0.015
cefotaxime,amr__multispecies_quaternary_ammonium_compound_efflux_smr_transporter_qacl,27,0.41
cefotaxime,amr__multispecies_quinolone_resistance_pentapeptide_repeat_protein_qnrb1,1,0.015
cefotaxime,amr__multispecies_quinolone_resistance_pentapeptide_repeat_protein_qnrb19,2,0.03
cefotaxime,amr__multispecies_quinolone_resistance_pentapeptide_repeat_protein_qnrb4,2,0.03
cefotaxime,amr__multispecies_quinolone_resistance_pentapeptide_repeat_protein_qnrd1,0,0.0
cefotaxime,amr__multispecies_quinolone_resistance_pentapeptide_repeat_protein_qnrs1,23,0.349
cefotaxime,amr__multispecies_rmtc_family_16s_rrna_guanine1405-n7-methyltransferase,1,0.015
cefotaxime,amr__multispecies_streptothricin_n-acetyltransferase_sat1,39,0.592
cefotaxime,amr__multispecies_streptothricin_n-acetyltransferase_sat4,0,0.0
cefotaxime,amr__multispecies_subclass_b1_metallo-beta-lactamase_ndm-1,3,0.046
cefotaxime,amr__multispecies_subclass_b1_metallo-beta-lactamase_ndm-5,3,0.046
cefotaxime,amr__multispecies_sulfonamide-resistant_dihydropteroate_synthase_sul1,244,3.703
cefotaxime,amr__multispecies_sulfonamide-resistant_dihydropteroate_synthase_sul2,271,4.112
cefotaxime,amr__multispecies_sulfonamide-resistant_dihydropteroate_synthase_sul3,22,0.334
cefotaxime,amr__multispecies_tetracycline-inactivating_monooxygenase_tetx,1,0.015
cefotaxime,amr__multispecies_tetracycline_efflux_mfs_transporter_teta,177,2.686
cefotaxime,amr__multispecies_tetracycline_efflux_mfs_transporter_tetb,145,2.2
cefotaxime,amr__multispecies_tetracycline_efflux_mfs_transporter_tetc,2,0.03
cefotaxime,amr__multispecies_tetracycline_efflux_mfs_transporter_tetd,10,0.152
cefotaxime,amr__multispecies_tetracycline_resistance_ribosomal_protection_protein_tetm,2,0.03
cefotaxime,amr__multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfra1,67,1.017
cefotaxime,amr__multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfra10,1,0.015
cefotaxime,amr__multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfra12,34,0.516
cefotaxime,amr__multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfra14,55,0.835
cefotaxime,amr__multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfra16,0,0.0
cefotaxime,amr__multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfra17,146,2.215
cefotaxime,amr__multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfra19,2,0.03
cefotaxime,amr__multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfra21,2,0.03
cefotaxime,amr__multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfra27,1,0.015
cefotaxime,amr__multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfra5,33,0.501
cefotaxime,amr__multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfra7,18,0.273
cefotaxime,amr__multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfra8,4,0.061
cefotaxime,amr__multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfrb1,1,0.015
cefotaxime,amr__multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfrf,0,0.0
cefotaxime,amr__multispecies_type_a-1_chloramphenicol_o-acetyltransferase,65,0.986
cefotaxime,amr__multispecies_type_a-2_chloramphenicol_o-acetyltransferase_catii,6,0.091
cefotaxime,amr__multispecies_type_b-3_chloramphenicol_o-acetyltransferase_catb3,59,0.895
cefotaxime,amr__mura,1393,21.138
cefotaxime,amr__n-3-oxohexanoyl-l-homoserine_lactone-binding_transcriptional_activator_n-3-oxooctanoyl-l-homoserine_lactone-binding_tran,3,0.046
cefotaxime,amr__nad--rifampin_adp-ribosyltransferase,4,0.061
cefotaxime,amr__nad--rifampin_adp-ribosyltransferase_arr-2,0,0.0
cefotaxime,amr__nad--rifampin_adp-ribosyltransferase_arr-3,1,0.015
cefotaxime,amr__ndm-1,4,0.061
cefotaxime,amr__ndm-4,0,0.0
cefotaxime,amr__ndm-5,2,0.03
cefotaxime,amr__ndm_family,1,0.015
cefotaxime,amr__neo,11,0.167
cefotaxime,amr__neo_1,3,0.046
cefotaxime,amr__neo_2,1,0.015
cefotaxime,amr__nfsa,749,11.366
cefotaxime,amr__nfsa_1,0,0.0
cefotaxime,amr__nora,0,0.0
cefotaxime,amr__omp36,1,0.015
cefotaxime,amr__ompa,0,0.0
cefotaxime,amr__ompf,707,10.728
cefotaxime,amr__ompf_2,0,0.0
cefotaxime,amr__ompk35,0,0.0
cefotaxime,amr__ompk36,7,0.106
cefotaxime,amr__opmb,7,0.106
cefotaxime,amr__oprb,3,0.046
cefotaxime,amr__oqxa,2,0.03
cefotaxime,amr__oqxb,1,0.015
cefotaxime,amr__outer_membrane_channel_tolc_opmh,405,6.146
cefotaxime,amr__outer_membrane_porin_ompc,1,0.015
cefotaxime,amr__outer_membrane_porin_ompd,1,0.015
cefotaxime,amr__outer_membrane_porin_ompf,200,3.035
cefotaxime,amr__oxa-1,72,1.093
cefotaxime,amr__oxa-10,1,0.015
cefotaxime,amr__oxa-181,3,0.046
cefotaxime,amr__oxa-1_family,37,0.561
cefotaxime,amr__oxa-1_family_class_d_beta-lactamase,41,0.622
cefotaxime,amr__oxa-2,1,0.015
cefotaxime,amr__oxa-244,1,0.015
cefotaxime,amr__oxa-320,1,0.015
cefotaxime,amr__oxa-329,1,0.015
cefotaxime,amr__oxa-330,1,0.015
cefotaxime,amr__oxa-48,26,0.395
cefotaxime,amr__oxa-48_family,19,0.288
cefotaxime,amr__oxa-48_family_carbapenem-hydrolyzing_class_d_beta-lactamase_oxa-48,12,0.182
cefotaxime,amr__oxa-9,4,0.061
cefotaxime,amr__oxacillin-hydrolyzing_class_d_beta-lactamase_oxa-1,0,0.0
cefotaxime,amr__oxacillin-hydrolyzing_class_d_beta-lactamase_oxa-2,1,0.015
cefotaxime,amr__oxacillin-hydrolyzing_class_d_beta-lactamase_oxa-9,2,0.03
cefotaxime,amr__oxygen-insensitive_nadph_nitroreductase_ec_1.-.-.-,218,3.308
cefotaxime,amr__oxyr,727,11.032
cefotaxime,amr__oxyr_2,0,0.0
cefotaxime,amr__parc,729,11.062
cefotaxime,amr__pare,753,11.426
cefotaxime,amr__pata,774,11.745
cefotaxime,amr__pdc-454,4,0.061
cefotaxime,amr__pentapeptide_repeat_family_which_protects_dna_gyrase_from_the_inhibition_of_quinolones.,1,0.015
cefotaxime,amr__pentapeptide_repeat_protein_qnrb_family,5,0.076
cefotaxime,amr__pgsa,760,11.533
cefotaxime,amr__phop,740,11.229
cefotaxime,amr__phop_1,1,0.015
cefotaxime,amr__phopphoq_regulator_mgrb,370,5.615
cefotaxime,amr__phosphoethanolamine--lipid_a_transferase_mcr-1.1,9,0.137
cefotaxime,amr__phosphoethanolamine--lipid_a_transferase_mcr-1.2,3,0.046
cefotaxime,amr__phosphoethanolamine--lipid_a_transferase_mcr-1.32,1,0.015
cefotaxime,amr__phosphoethanolamine--lipid_a_transferase_mcr-3.1,1,0.015
cefotaxime,amr__phosphoethanolamine--lipid_a_transferase_mcr-3.2,1,0.015
cefotaxime,amr__phosphoethanolamine--lipid_a_transferase_mcr-5.1,1,0.015
cefotaxime,amr__pipb2,1,0.015
cefotaxime,amr__pipb2_2,7,0.106
cefotaxime,amr__pipb2_3,0,0.0
cefotaxime,amr__plasmid-encoded_cat_pp-cat,5,0.076
cefotaxime,amr__pmrb,731,11.093
cefotaxime,amr__pmrc,693,10.516
cefotaxime,amr__pmrd,3,0.046
cefotaxime,amr__pmre,590,8.953
cefotaxime,amr__pmrf,1571,23.839
cefotaxime,amr__positive_transcription_regulator_evga,213,3.232
cefotaxime,amr__probable_acrefenvcd_operon_repressor_envr,234,3.551
cefotaxime,amr__prop_1,0,0.0
cefotaxime,amr__pse_family_carbenicillin-hydrolyzing_class_a_beta-lactamase,1,0.015
cefotaxime,amr__ptsi,2,0.03
cefotaxime,amr__ptsi_1,0,0.0
cefotaxime,amr__putrescine_aminotransferase_ec_2.6.1.82,225,3.414
cefotaxime,amr__qac,0,0.0
cefotaxime,amr__qaca,2,0.03
cefotaxime,amr__qace,199,3.02
cefotaxime,amr__qacedelta1,229,3.475
cefotaxime,amr__qacg,5,0.076
cefotaxime,amr__qach,30,0.455
cefotaxime,amr__qacj,4,0.061
cefotaxime,amr__qacl,20,0.303
cefotaxime,amr__qepa,3,0.046
cefotaxime,amr__qepa4,1,0.015
cefotaxime,amr__qnra1,5,0.076
cefotaxime,amr__qnrb1,1,0.015
cefotaxime,amr__qnrb10,5,0.076
cefotaxime,amr__qnrb17,1,0.015
cefotaxime,amr__qnrb38,1,0.015
cefotaxime,amr__qnrb4,2,0.03
cefotaxime,amr__qnrb44,1,0.015
cefotaxime,amr__qnrb6,0,0.0
cefotaxime,amr__qnrb_family,21,0.319
cefotaxime,amr__qnrb_family_quinolone_resistance_pentapeptide_repeat_protein,5,0.076
cefotaxime,amr__qnrd1,1,0.015
cefotaxime,amr__qnrs1,41,0.622
cefotaxime,amr__qnrs2,1,0.015
cefotaxime,amr__qnrs_family_quinolone_resistance_pentapeptide_repeat_protein,2,0.03
cefotaxime,amr__qnrvc4,1,0.015
cefotaxime,amr__quaternary_ammonium_compound_efflux_smr_transporter_qace,7,0.106
cefotaxime,amr__quaternary_ammonium_compound_efflux_smr_transporter_qace_delta_1,231,3.505
cefotaxime,amr__quaternary_ammonium_compound_efflux_smr_transporter_qacl,25,0.379
cefotaxime,amr__quinolone_resistance_pentapeptide_repeat_protein_qnrb1,2,0.03
cefotaxime,amr__quinolone_resistance_pentapeptide_repeat_protein_qnrd1,0,0.0
cefotaxime,amr__quinolone_resistance_pentapeptide_repeat_protein_qnrs1,23,0.349
cefotaxime,amr__redox-sensitive_transcriptional_activator_soxr,216,3.278
cefotaxime,amr__resistance-nodulation-cell_division_transporter_system._multidrug_resistance_efflux_pump.,5,0.076
cefotaxime,amr__resistance-nodulation-cell_division_transporter_system._multidrug_resistance_efflux_pump._macrolide-specific_efflux_syst,5,0.076
cefotaxime,amr__response_regulator_baer,192,2.914
cefotaxime,amr__rho,756,11.472
cefotaxime,amr__rifampin_adp-ribosyl_transferase,1,0.015
cefotaxime,amr__rmtb,6,0.091
cefotaxime,amr__rmtc,1,0.015
cefotaxime,amr__rmtf,1,0.015
cefotaxime,amr__roba,1,0.015
cefotaxime,amr__rosa,15,0.228
cefotaxime,amr__rosb,2,0.03
cefotaxime,amr__rplf,4,0.061
cefotaxime,amr__rpob,1429,21.684
cefotaxime,amr__rpoc,762,11.563
cefotaxime,amr__rpsj,5,0.076
cefotaxime,amr__rpsl,2,0.03
cefotaxime,amr__rsma,938,14.234
cefotaxime,amr__rub-1,1,0.015
cefotaxime,amr__s10p,696,10.561
cefotaxime,amr__s12p,721,10.941
cefotaxime,amr__sat-1,20,0.303
cefotaxime,amr__sat-2,39,0.592
cefotaxime,amr__sat-4,0,0.0
cefotaxime,amr__sat2,1,0.015
cefotaxime,amr__sdia,2,0.03
cefotaxime,amr__sdsq,1,0.015
