antibiotic,feature,n_present,prevalence_pct
ciprofloxacin,amr__multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfra21,2,0.027
ciprofloxacin,amr__multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfra27,3,0.041
ciprofloxacin,amr__multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfra5,33,0.451
ciprofloxacin,amr__multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfra7,21,0.287
ciprofloxacin,amr__multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfra8,4,0.055
ciprofloxacin,amr__multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfrb1,1,0.014
ciprofloxacin,amr__multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfrf,1,0.014
ciprofloxacin,amr__multispecies_type_a-1_chloramphenicol_o-acetyltransferase,72,0.985
ciprofloxacin,amr__multispecies_type_a-2_chloramphenicol_o-acetyltransferase_catii,8,0.109
ciprofloxacin,amr__multispecies_type_b-3_chloramphenicol_o-acetyltransferase_catb3,73,0.998
ciprofloxacin,amr__mura,1577,21.564
ciprofloxacin,amr__n-3-oxohexanoyl-l-homoserine_lactone-binding_transcriptional_activator_n-3-oxooctanoyl-l-homoserine_lactone-binding_tran,3,0.041
ciprofloxacin,amr__nad--rifampin_adp-ribosyltransferase,6,0.082
ciprofloxacin,amr__nad--rifampin_adp-ribosyltransferase_arr-2,4,0.055
ciprofloxacin,amr__nad--rifampin_adp-ribosyltransferase_arr-3,0,0.0
ciprofloxacin,amr__ndm-1,4,0.055
ciprofloxacin,amr__ndm-4,2,0.027
ciprofloxacin,amr__ndm-5,19,0.26
ciprofloxacin,amr__ndm_family,9,0.123
ciprofloxacin,amr__neo,57,0.779
ciprofloxacin,amr__neo_1,4,0.055
ciprofloxacin,amr__neo_2,2,0.027
ciprofloxacin,amr__nfsa,820,11.213
ciprofloxacin,amr__nfsa_1,1,0.014
ciprofloxacin,amr__nora,1,0.014
ciprofloxacin,amr__omp36,0,0.0
ciprofloxacin,amr__ompa,1,0.014
ciprofloxacin,amr__ompf,768,10.502
ciprofloxacin,amr__ompf_2,1,0.014
ciprofloxacin,amr__ompk35,1,0.014
ciprofloxacin,amr__ompk36,7,0.096
ciprofloxacin,amr__opmb,7,0.096
ciprofloxacin,amr__oprb,5,0.068
ciprofloxacin,amr__oqxa,3,0.041
ciprofloxacin,amr__oqxb,1,0.014
ciprofloxacin,amr__outer_membrane_channel_tolc_opmh,427,5.839
ciprofloxacin,amr__outer_membrane_porin_ompc,1,0.014
ciprofloxacin,amr__outer_membrane_porin_ompd,1,0.014
ciprofloxacin,amr__outer_membrane_porin_ompf,207,2.831
ciprofloxacin,amr__oxa-1,107,1.463
ciprofloxacin,amr__oxa-10,0,0.0
ciprofloxacin,amr__oxa-181,3,0.041
ciprofloxacin,amr__oxa-1_family,55,0.752
ciprofloxacin,amr__oxa-1_family_class_d_beta-lactamase,72,0.985
ciprofloxacin,amr__oxa-2,0,0.0
ciprofloxacin,amr__oxa-244,0,0.0
ciprofloxacin,amr__oxa-320,1,0.014
ciprofloxacin,amr__oxa-329,1,0.014
ciprofloxacin,amr__oxa-330,1,0.014
ciprofloxacin,amr__oxa-48,0,0.0
ciprofloxacin,amr__oxa-48_family,3,0.041
ciprofloxacin,amr__oxa-48_family_carbapenem-hydrolyzing_class_d_beta-lactamase_oxa-48,0,0.0
ciprofloxacin,amr__oxa-9,3,0.041
ciprofloxacin,amr__oxacillin-hydrolyzing_class_d_beta-lactamase_oxa-1,1,0.014
ciprofloxacin,amr__oxacillin-hydrolyzing_class_d_beta-lactamase_oxa-2,0,0.0
ciprofloxacin,amr__oxacillin-hydrolyzing_class_d_beta-lactamase_oxa-9,2,0.027
ciprofloxacin,amr__oxygen-insensitive_nadph_nitroreductase_ec_1.-.-.-,224,3.063
ciprofloxacin,amr__oxyr,798,10.912
ciprofloxacin,amr__oxyr_2,1,0.014
ciprofloxacin,amr__parc,843,11.527
ciprofloxacin,amr__pare,857,11.719
ciprofloxacin,amr__pata,863,11.801
ciprofloxacin,amr__pdc-454,4,0.055
ciprofloxacin,amr__pentapeptide_repeat_family_which_protects_dna_gyrase_from_the_inhibition_of_quinolones.,1,0.014
ciprofloxacin,amr__pentapeptide_repeat_protein_qnrb_family,5,0.068
ciprofloxacin,amr__pgsa,847,11.582
ciprofloxacin,amr__phop,821,11.227
ciprofloxacin,amr__phop_1,0,0.0
ciprofloxacin,amr__phopphoq_regulator_mgrb,447,6.112
ciprofloxacin,amr__phosphoethanolamine--lipid_a_transferase_mcr-1.1,10,0.137
ciprofloxacin,amr__phosphoethanolamine--lipid_a_transferase_mcr-1.2,3,0.041
ciprofloxacin,amr__phosphoethanolamine--lipid_a_transferase_mcr-1.32,1,0.014
ciprofloxacin,amr__phosphoethanolamine--lipid_a_transferase_mcr-3.1,1,0.014
ciprofloxacin,amr__phosphoethanolamine--lipid_a_transferase_mcr-3.2,1,0.014
ciprofloxacin,amr__phosphoethanolamine--lipid_a_transferase_mcr-5.1,1,0.014
ciprofloxacin,amr__pipb2,1,0.014
ciprofloxacin,amr__pipb2_2,6,0.082
ciprofloxacin,amr__pipb2_3,1,0.014
ciprofloxacin,amr__plasmid-encoded_cat_pp-cat,5,0.068
ciprofloxacin,amr__pmrb,803,10.98
ciprofloxacin,amr__pmrc,754,10.31
ciprofloxacin,amr__pmrd,30,0.41
ciprofloxacin,amr__pmre,658,8.998
ciprofloxacin,amr__pmrf,1729,23.643
ciprofloxacin,amr__positive_transcription_regulator_evga,215,2.94
ciprofloxacin,amr__probable_acrefenvcd_operon_repressor_envr,245,3.35
ciprofloxacin,amr__prop_1,1,0.014
ciprofloxacin,amr__pse_family_carbenicillin-hydrolyzing_class_a_beta-lactamase,1,0.014
ciprofloxacin,amr__ptsi,4,0.055
ciprofloxacin,amr__ptsi_1,1,0.014
ciprofloxacin,amr__putrescine_aminotransferase_ec_2.6.1.82,236,3.227
ciprofloxacin,amr__qac,10,0.137
ciprofloxacin,amr__qaca,4,0.055
ciprofloxacin,amr__qace,223,3.049
ciprofloxacin,amr__qacedelta1,264,3.61
ciprofloxacin,amr__qacg,5,0.068
ciprofloxacin,amr__qach,30,0.41
ciprofloxacin,amr__qacj,3,0.041
ciprofloxacin,amr__qacl,20,0.273
ciprofloxacin,amr__qepa,3,0.041
ciprofloxacin,amr__qepa4,2,0.027
ciprofloxacin,amr__qnra1,3,0.041
ciprofloxacin,amr__qnrb1,2,0.027
ciprofloxacin,amr__qnrb10,5,0.068
ciprofloxacin,amr__qnrb17,0,0.0
ciprofloxacin,amr__qnrb38,1,0.014
ciprofloxacin,amr__qnrb4,1,0.014
ciprofloxacin,amr__qnrb44,1,0.014
ciprofloxacin,amr__qnrb6,1,0.014
ciprofloxacin,amr__qnrb_family,23,0.315
ciprofloxacin,amr__qnrb_family_quinolone_resistance_pentapeptide_repeat_protein,2,0.027
ciprofloxacin,amr__qnrd1,1,0.014
ciprofloxacin,amr__qnrs1,46,0.629
ciprofloxacin,amr__qnrs2,2,0.027
ciprofloxacin,amr__qnrs_family_quinolone_resistance_pentapeptide_repeat_protein,1,0.014
ciprofloxacin,amr__qnrvc4,0,0.0
ciprofloxacin,amr__quaternary_ammonium_compound_efflux_smr_transporter_qace,5,0.068
ciprofloxacin,amr__quaternary_ammonium_compound_efflux_smr_transporter_qace_delta_1,266,3.637
ciprofloxacin,amr__quaternary_ammonium_compound_efflux_smr_transporter_qacl,22,0.301
ciprofloxacin,amr__quinolone_resistance_pentapeptide_repeat_protein_qnrb1,3,0.041
ciprofloxacin,amr__quinolone_resistance_pentapeptide_repeat_protein_qnrd1,1,0.014
ciprofloxacin,amr__quinolone_resistance_pentapeptide_repeat_protein_qnrs1,23,0.315
ciprofloxacin,amr__redox-sensitive_transcriptional_activator_soxr,246,3.364
ciprofloxacin,amr__resistance-nodulation-cell_division_transporter_system._multidrug_resistance_efflux_pump.,5,0.068
ciprofloxacin,amr__resistance-nodulation-cell_division_transporter_system._multidrug_resistance_efflux_pump._macrolide-specific_efflux_syst,5,0.068
ciprofloxacin,amr__response_regulator_baer,197,2.694
ciprofloxacin,amr__rho,832,11.377
ciprofloxacin,amr__rifampin_adp-ribosyl_transferase,1,0.014
ciprofloxacin,amr__rmtb,21,0.287
ciprofloxacin,amr__rmtc,1,0.014
ciprofloxacin,amr__rmtf,0,0.0
ciprofloxacin,amr__roba,1,0.014
ciprofloxacin,amr__rosa,17,0.232
ciprofloxacin,amr__rosb,2,0.027
ciprofloxacin,amr__rplf,29,0.397
ciprofloxacin,amr__rpob,1606,21.961
ciprofloxacin,amr__rpoc,855,11.692
ciprofloxacin,amr__rpsj,25,0.342
ciprofloxacin,amr__rpsl,33,0.451
ciprofloxacin,amr__rsma,1001,13.688
ciprofloxacin,amr__rub-1,1,0.014
ciprofloxacin,amr__s10p,768,10.502
ciprofloxacin,amr__s12p,791,10.816
ciprofloxacin,amr__sat-1,24,0.328
ciprofloxacin,amr__sat-2,43,0.588
ciprofloxacin,amr__sat-4,2,0.027
ciprofloxacin,amr__sat2,4,0.055
ciprofloxacin,amr__sdia,3,0.041
ciprofloxacin,amr__sdsq,1,0.014
ciprofloxacin,amr__sensor_protein_basspmrb_activates_basrpmra,469,6.413
ciprofloxacin,amr__sensory_histidine_kinase_baes,233,3.186
ciprofloxacin,amr__sfo-1,3,0.041
ciprofloxacin,amr__shv-1,17,0.232
ciprofloxacin,amr__shv-12,7,0.096
ciprofloxacin,amr__shv-49,0,0.0
ciprofloxacin,amr__shv-64,6,0.082
ciprofloxacin,amr__shv-7,1,0.014
ciprofloxacin,amr__shv_family,14,0.191
ciprofloxacin,amr__shv_family_class_a_beta-lactamase,1,0.014
ciprofloxacin,amr__signal_transduction_protein_pmrd_part_of_phopq-pmrd-pmrab_multicomponent_regulatory_system,198,2.708
ciprofloxacin,amr__small_multidrug_resistance_smr_efflux_transporter_emre_broad_substrate_specificity,359,4.909
ciprofloxacin,amr__small_multidrug_resistance_smr_efflux_transporter_qace_delta_1_quaternary_ammonium_compounds,77,1.053
ciprofloxacin,amr__small_multidrug_resistance_smr_efflux_transporter_qace_quaternary_ammonium_compounds,7,0.096
ciprofloxacin,amr__small_multidrug_resistance_smr_efflux_transporter_suge_quaternary_ammonium_compounds,249,3.405
ciprofloxacin,amr__smea,1,0.014
ciprofloxacin,amr__soxr,828,11.322
ciprofloxacin,amr__soxs,880,12.033
ciprofloxacin,amr__soxs_1,7,0.096
ciprofloxacin,amr__soxs_2,1,0.014
ciprofloxacin,amr__ssu_ribosomal_protein_s10p_s20e,210,2.872
ciprofloxacin,amr__ssu_ribosomal_protein_s12p_s23e,248,3.391
ciprofloxacin,amr__stra,12,0.164
ciprofloxacin,amr__stra_1,2,0.027
ciprofloxacin,amr__stra_2,2,0.027
ciprofloxacin,amr__streptococcus_agalactiae_mprf,1,0.014
ciprofloxacin,amr__streptothricin_n-acetyltransferase_sat2,35,0.479
ciprofloxacin,amr__subclass_b1_beta-lactamase_ec_3.5.2.6_ndm_family,7,0.096
ciprofloxacin,amr__subclass_b1_metallo-beta-lactamase_ndm-4,3,0.041
ciprofloxacin,amr__subclass_b1_metallo-beta-lactamase_ndm-5,6,0.082
ciprofloxacin,amr__suge,808,11.049
ciprofloxacin,amr__sul1,485,6.632
ciprofloxacin,amr__sul2,549,7.507
ciprofloxacin,amr__sul3,55,0.752
ciprofloxacin,amr__sulfonamide-resistant_dihydropteroate_synthase_sul1,242,3.309
ciprofloxacin,amr__sulfonamide-resistant_dihydropteroate_synthase_sul2,312,4.266
ciprofloxacin,amr__sulfonamide-resistant_dihydropteroate_synthase_sul3,26,0.356
ciprofloxacin,amr__suli,19,0.26
ciprofloxacin,amr__taea,3,0.041
ciprofloxacin,amr__tcab2,1,0.014
ciprofloxacin,amr__tem-1,612,8.369
ciprofloxacin,amr__tem-104,1,0.014
ciprofloxacin,amr__tem-112,2,0.027
ciprofloxacin,amr__tem-12,15,0.205
ciprofloxacin,amr__tem-135,3,0.041
ciprofloxacin,amr__tem-136,1,0.014
ciprofloxacin,amr__tem-141,7,0.096
ciprofloxacin,amr__tem-149,1,0.014
ciprofloxacin,amr__tem-176,1,0.014
ciprofloxacin,amr__tem-184,1,0.014
ciprofloxacin,amr__tem-185,1,0.014
ciprofloxacin,amr__tem-190,0,0.0
ciprofloxacin,amr__tem-196,2,0.027
ciprofloxacin,amr__tem-20,1,0.014
ciprofloxacin,amr__tem-212,0,0.0
ciprofloxacin,amr__tem-215,2,0.027
ciprofloxacin,amr__tem-220,1,0.014
ciprofloxacin,amr__tem-232,1,0.014
ciprofloxacin,amr__tem-242,1,0.014
ciprofloxacin,amr__tem-244,1,0.014
ciprofloxacin,amr__tem-245,1,0.014
ciprofloxacin,amr__tem-30,10,0.137
ciprofloxacin,amr__tem-33,4,0.055
ciprofloxacin,amr__tem-35,1,0.014
ciprofloxacin,amr__tem-37,1,0.014
ciprofloxacin,amr__tem-40,2,0.027
ciprofloxacin,amr__tem-52,4,0.055
ciprofloxacin,amr__tem-54,1,0.014
ciprofloxacin,amr__tem-59,1,0.014
ciprofloxacin,amr__tem-60,0,0.0
ciprofloxacin,amr__tem-68,1,0.014
ciprofloxacin,amr__tem-76,1,0.014
ciprofloxacin,amr__tem-79,1,0.014
ciprofloxacin,amr__tem-80,1,0.014
ciprofloxacin,amr__tem-81,1,0.014
ciprofloxacin,amr__tem-84,1,0.014
ciprofloxacin,amr__tem-90,1,0.014
ciprofloxacin,amr__tem-91,4,0.055
ciprofloxacin,amr__tem-93,1,0.014
ciprofloxacin,amr__tem-95,1,0.014
ciprofloxacin,amr__tem_family,304,4.157
ciprofloxacin,amr__tem_family_class_a_beta-lactamase,10,0.137
ciprofloxacin,amr__ter-1,4,0.055
ciprofloxacin,amr__tet38,1,0.014
ciprofloxacin,amr__teta,552,7.548
ciprofloxacin,amr__teta_1,5,0.068
ciprofloxacin,amr__teta_2,9,0.123
ciprofloxacin,amr__tetb,278,3.801
ciprofloxacin,amr__tetc,195,2.666
ciprofloxacin,amr__tetd,116,1.586
ciprofloxacin,amr__tetm,27,0.369
ciprofloxacin,amr__tetr,271,3.706
ciprofloxacin,amr__tetracycline-inactivating_monooxygenase_tetx4,1,0.014
ciprofloxacin,amr__tetracycline_efflux_mfs_transporter_tet31,0,0.0
ciprofloxacin,amr__tetracycline_efflux_mfs_transporter_teta,209,2.858
ciprofloxacin,amr__tetracycline_efflux_mfs_transporter_tetb,144,1.969
ciprofloxacin,amr__tetracycline_efflux_mfs_transporter_tetc,3,0.041
ciprofloxacin,amr__tetracycline_efflux_mfs_transporter_tetd,9,0.123
ciprofloxacin,amr__tetracycline_resistance_mfs_efflux_pump_teta,61,0.834
ciprofloxacin,amr__tetracycline_resistance_mfs_efflux_pump_tetb,62,0.848
ciprofloxacin,amr__tetracycline_resistance_mfs_efflux_pump_tetd,5,0.068
ciprofloxacin,amr__tetracycline_resistance_regulatory_protein_tetr,29,0.397
ciprofloxacin,amr__tetracycline_resistance_ribosomal_protection_protein_tetm,13,0.178
ciprofloxacin,amr__tetracycline_resistance_ribosomal_protection_type_tetm,2,0.027
ciprofloxacin,amr__tolc,1856,25.379
ciprofloxacin,amr__tolc_1,1,0.014
ciprofloxacin,amr__tolcopmh,780,10.666
ciprofloxacin,amr__torr_1,1,0.014
ciprofloxacin,amr__transcription-repair_coupling_factor,240,3.282
ciprofloxacin,amr__transcription_termination_factor_rho,257,3.514
ciprofloxacin,amr__transcriptional_activator_gade,400,5.47
ciprofloxacin,amr__transcriptional_regulator_acrr_family,1,0.014
ciprofloxacin,amr__transcriptional_regulator_gadw_arac_family,222,3.036
ciprofloxacin,amr__transcriptional_regulator_gadx_arac_family,197,2.694
ciprofloxacin,amr__transcriptional_regulator_of_acrab_operon_acrr,419,5.73
ciprofloxacin,amr__transcriptional_regulator_of_catabolic_arginine_decarboxylase_adia,206,2.817
ciprofloxacin,amr__transcriptional_regulatory_protein_phop,209,2.858
ciprofloxacin,amr__translation_elongation_factor_g,237,3.241
ciprofloxacin,amr__translation_elongation_factor_tu,3665,50.116
ciprofloxacin,amr__trimethoprim-resistant_dihydrofolate_reductase_dfra1,60,0.82
ciprofloxacin,amr__trimethoprim-resistant_dihydrofolate_reductase_dfra12,42,0.574
ciprofloxacin,amr__trimethoprim-resistant_dihydrofolate_reductase_dfra14,55,0.752
ciprofloxacin,amr__trimethoprim-resistant_dihydrofolate_reductase_dfra15,1,0.014
ciprofloxacin,amr__trimethoprim-resistant_dihydrofolate_reductase_dfra16,2,0.027
ciprofloxacin,amr__trimethoprim-resistant_dihydrofolate_reductase_dfra17,139,1.901
ciprofloxacin,amr__trimethoprim-resistant_dihydrofolate_reductase_dfra19,1,0.014
ciprofloxacin,amr__trimethoprim-resistant_dihydrofolate_reductase_dfra21,1,0.014
ciprofloxacin,amr__trimethoprim-resistant_dihydrofolate_reductase_dfra25,1,0.014
ciprofloxacin,amr__trimethoprim-resistant_dihydrofolate_reductase_dfra27,2,0.027
ciprofloxacin,amr__trimethoprim-resistant_dihydrofolate_reductase_dfra36,7,0.096
ciprofloxacin,amr__trimethoprim-resistant_dihydrofolate_reductase_dfra4,2,0.027
ciprofloxacin,amr__trimethoprim-resistant_dihydrofolate_reductase_dfra5,27,0.369
ciprofloxacin,amr__trimethoprim-resistant_dihydrofolate_reductase_dfra51,34,0.465
ciprofloxacin,amr__trimethoprim-resistant_dihydrofolate_reductase_dfra7,12,0.164
ciprofloxacin,amr__trimethoprim-resistant_dihydrofolate_reductase_dfra8,7,0.096
ciprofloxacin,amr__tuf,9,0.123
ciprofloxacin,amr__tuf1,11,0.15
ciprofloxacin,amr__tufa,38,0.52
ciprofloxacin,amr__tufa_1,7,0.096
ciprofloxacin,amr__tufa_2,5,0.068
ciprofloxacin,amr__tufb,1,0.014
ciprofloxacin,amr__two-component_transcriptional_regulatory_protein_basrpmra_activated_by_basspmrb,228,3.118
ciprofloxacin,amr__type_a-1_chloramphenicol_o-acetyltransferase,60,0.82
ciprofloxacin,amr__type_a-2_chloramphenicol_o-acetyltransferase_catii,8,0.109
ciprofloxacin,amr__type_b-3_chloramphenicol_o-acetyltransferase_catb3,76,1.039
ciprofloxacin,amr__type_b_chloramphenicol_o-acetyltransferase,1,0.014
ciprofloxacin,amr__udp-4-amino-4-deoxy-l-arabinose--oxoglutarate_aminotransferase_ec_2.6.1.87,209,2.858
ciprofloxacin,amr__udp-4-amino-4-deoxy-l-arabinose_formyltransferase_ec_2.1.2.13_udp-glucuronic_acid_oxidase_udp-4-keto-hexauronic_acid_dec,399,5.456
ciprofloxacin,amr__udp-glucose_6-dehydrogenase_ec_1.1.1.22,216,2.954
ciprofloxacin,amr__udp-n-acetylglucosamine_1-carboxyvinyltransferase_ec_2.5.1.7,403,5.511
ciprofloxacin,amr__ugd,984,13.455
ciprofloxacin,amr__ugd_1,2,0.027
ciprofloxacin,amr__ugpq,30,0.41
ciprofloxacin,amr__ugpq_1,2,0.027
ciprofloxacin,amr__uhpt,866,11.842
ciprofloxacin,amr__uncharacterized_protein_ybjc,1,0.014
ciprofloxacin,amr__uncharacterized_transporter_mdtd_of_major_facilitator_superfamily_mfs,223,3.049
ciprofloxacin,amr__uncharacterized_transporter_yeeo,226,3.09
ciprofloxacin,amr__undecaprenyl-diphosphatase_bcrc_ec_3.6.1.27_conveys_bacitracin_resistance,207,2.831
ciprofloxacin,amr__undecaprenyl-diphosphatase_ec_3.6.1.27,201,2.749
ciprofloxacin,amr__undecaprenyl-phosphate_4-deoxy-4-formamido-l-arabinose_transferase_ec_2.4.2.53,430,5.88
ciprofloxacin,amr__undecaprenyl_phosphate-alpha-4-amino-4-deoxy-l-arabinose_arabinosyl_transferase_ec_2.4.2.43_polymyxin_resistance_protein,226,3.09
ciprofloxacin,amr__undecaprenyl_phosphate-aminoarabinose_flippase_subunit_arne,211,2.885
ciprofloxacin,amr__undecaprenyl_phosphate-aminoarabinose_flippase_subunit_arnf,232,3.172
ciprofloxacin,amr__undecaprenyl_pyrophosphate_phosphatase_which_consists_in_the_sequestration_of_undecaprenyl_pyrophosphate.,2,0.027
ciprofloxacin,amr__uppp,61,0.834
ciprofloxacin,amr__vang,1019,13.934
ciprofloxacin,amr__vanz_gene_in_vana_cluster,1,0.014
ciprofloxacin,amr__vapb_2,7,0.096
ciprofloxacin,amr__vapb_3,2,0.027
ciprofloxacin,amr__vapb_protein_antitoxin_to_vapc,74,1.012
ciprofloxacin,amr__vgac,264,3.61
ciprofloxacin,amr__vim_family,0,0.0
ciprofloxacin,amr__x_1-deoxy-d-xylulose_5-phosphate_reductoisomerase_ec_1.1.1.267,207,2.831
ciprofloxacin,amr__x_16s_rrna_guanine1405-n7-methyltransferase_arma,3,0.041
ciprofloxacin,amr__x_16s_rrna_guanine1405-n7-methyltransferase_rmtb1,12,0.164
ciprofloxacin,amr__x_16s_rrna_guanine1405-n7-methyltransferase_rmtf1,0,0.0
ciprofloxacin,amr__x_16s_rrna_guanine527-n7-methyltransferase_ec_2.1.1.170,211,2.885
ciprofloxacin,amr__x_23s_rrna_adenine2058-n6-methyltransferase_ermb,12,0.164
ciprofloxacin,amr__x_3-oxoacyl-acyl-carrier-protein_synthase_kasii_ec_2.3.1.179,240,3.282
ciprofloxacin,amr__x_4-deoxy-4-formamido-l-arabinose-phosphoundecaprenol_deformylase_arnd_ec_3.5.1.n3,218,2.981
ciprofloxacin,amr__yajr_2,1,0.014
ciprofloxacin,amr__ybht,28,0.383
ciprofloxacin,amr__ybjg,27,0.369
ciprofloxacin,amr__ycel,49,0.67
ciprofloxacin,amr__yedw_9,1,0.014
ciprofloxacin,amr__yeeo,29,0.397
ciprofloxacin,amr__yeeo_2,1,0.014
ciprofloxacin,amr__yegm,78,1.067
ciprofloxacin,amr__yegm_1,1,0.014
ciprofloxacin,amr__yegm_2,1,0.014
ciprofloxacin,amr__yfbe,22,0.301
ciprofloxacin,amr__yfbe_1,2,0.027
ciprofloxacin,amr__yfbf,65,0.889
ciprofloxacin,amr__yfbw,26,0.356
ciprofloxacin,amr__yhes_3,4,0.055
ciprofloxacin,amr__yhie,51,0.697
ciprofloxacin,amr__yiav_1,3,0.041
ciprofloxacin,amr__yiav_2,2,0.027
ciprofloxacin,amr__yibh_1,2,0.027
ciprofloxacin,amr__yibh_2,2,0.027
ciprofloxacin,amr__yibh_4,4,0.055
ciprofloxacin,amr__yjdb,70,0.957
ciprofloxacin,amr__yoji,1787,24.436
ciprofloxacin,amr__yokd,11,0.15
ciprofloxacin,amr__yuso,7,0.096
cefotaxime,amr__aac2-iia,1,0.015
cefotaxime,amr__aac3,0,0.0
cefotaxime,amr__aac3-i,1,0.015
cefotaxime,amr__aac3-ib,2,0.03
cefotaxime,amr__aac3-ibaac6-ib3_bifunctional_protein,1,0.015
cefotaxime,amr__aac3-iia,28,0.425
cefotaxime,amr__aac3-iib,0,0.0
cefotaxime,amr__aac3-iic,26,0.395
cefotaxime,amr__aac3-iid,54,0.819
cefotaxime,amr__aac3-iie,27,0.41
cefotaxime,amr__aac3-iiiiiivviviiiixx,87,1.32
cefotaxime,amr__aac3-iv,2,0.03
cefotaxime,amr__aac3-iva,0,0.0
cefotaxime,amr__aac3-vi,0,0.0
cefotaxime,amr__aac3-via,6,0.091
cefotaxime,amr__aac6-ib,3,0.046
cefotaxime,amr__aac6-ib-cr,28,0.425
cefotaxime,amr__aac6-ib-cr4,1,0.015
cefotaxime,amr__aac6-ib10,51,0.774
cefotaxime,amr__aac6-ib11,1,0.015
cefotaxime,amr__aac6-ib3,1,0.015
cefotaxime,amr__aac6-ib7,9,0.137
cefotaxime,amr__aac6-ib8,3,0.046
cefotaxime,amr__aac6-ib9,1,0.015
cefotaxime,amr__aac6-ib_family_aminoglycoside_6-n-acetyltransferase,6,0.091
cefotaxime,amr__aac6-ibaac6-ii,8,0.121
cefotaxime,amr__aaca-aphd,4,0.061
cefotaxime,amr__aaca4,1,0.015
cefotaxime,amr__aad6,0,0.0
cefotaxime,amr__aada,204,3.096
cefotaxime,amr__aada1,0,0.0
cefotaxime,amr__aada15,18,0.273
cefotaxime,amr__aada16,1,0.015
cefotaxime,amr__aada17,1,0.015
cefotaxime,amr__aada2,54,0.819
cefotaxime,amr__aada21,6,0.091
cefotaxime,amr__aada22,5,0.076
cefotaxime,amr__aada23,2,0.03
cefotaxime,amr__aada24,10,0.152
cefotaxime,amr__aada3,19,0.288
cefotaxime,amr__aada5,238,3.612
cefotaxime,amr__aada7,1,0.015
cefotaxime,amr__aada8,6,0.091
cefotaxime,amr__aada8b,2,0.03
cefotaxime,amr__abc-f_type_ribosomal_protection_protein_msre,1,0.015
cefotaxime,amr__abc-type_siderophore_export_system_fused_atpase_and_permease_components,208,3.156
cefotaxime,amr__acinetobacter_baumannii_abaf,1,0.015
cefotaxime,amr__acra,740,11.229
cefotaxime,amr__acra_1,7,0.106
cefotaxime,amr__acra_2,6,0.091
cefotaxime,amr__acrab-tolc,1969,29.879
cefotaxime,amr__acrad-tolc,791,12.003
cefotaxime,amr__acrb,1595,24.203
cefotaxime,amr__acrb_1,3,0.046
cefotaxime,amr__acrb_2,5,0.076
cefotaxime,amr__acrb_3,6,0.091
cefotaxime,amr__acrb_4,1,0.015
cefotaxime,amr__acrd,1613,24.476
cefotaxime,amr__acrd_1,0,0.0
cefotaxime,amr__acrd_2,0,0.0
cefotaxime,amr__acre,1597,24.234
cefotaxime,amr__acref-tolc,1431,21.715
cefotaxime,amr__acrf,1629,24.719
cefotaxime,amr__acrr,755,11.457
cefotaxime,amr__acrr_1,0,0.0
cefotaxime,amr__acrr_2,0,0.0
cefotaxime,amr__acrs,1613,24.476
cefotaxime,amr__acrz,711,10.789
cefotaxime,amr__acrz_membrane_protein_associated_with_acrab-tolc_multidrug_efflux_pump,242,3.672
cefotaxime,amr__adef,1,0.015
cefotaxime,amr__adeg,0,0.0
cefotaxime,amr__adiy,752,11.411
cefotaxime,amr__alanine_racemase_ec_5.1.1.1,399,6.055
cefotaxime,amr__alanyl-trna_synthetase_ec_6.1.1.7,209,3.171
cefotaxime,amr__alas,752,11.411
cefotaxime,amr__alr,1358,20.607
cefotaxime,amr__aminoglycoside_2-nucleotidyltransferase_ec_2.7.7.46_ant2-ia_aadb_family,5,0.076
cefotaxime,amr__aminoglycoside_3-nucleotidyltransferase_ec_2.7.7.-_ant3-ia_aada_family,153,2.322
cefotaxime,amr__aminoglycoside_3-phosphotransferase_ec_2.7.1.87_aph3-i,126,1.912
cefotaxime,amr__aminoglycoside_3-phosphotransferase_ec_2.7.1.95_aph3-i,9,0.137
cefotaxime,amr__aminoglycoside_3-phosphotransferase_ec_2.7.1.95_aph3-iiiaph3-ivaph3-viaph3-vii,1,0.015
cefotaxime,amr__aminoglycoside_6-nucleotidyltransferase_ec_2.7.7.-_ant6-i,0,0.0
cefotaxime,amr__aminoglycoside_6-phosphotransferase_ec_2.7.1.72_aph6-icaph6-id,111,1.684
cefotaxime,amr__aminoglycoside_6-phosphotransferase_putative,2,0.03
cefotaxime,amr__aminoglycoside_n-acetyltransferase_aac3-ib,1,0.015
cefotaxime,amr__aminoglycoside_n-acetyltransferase_aac3-iid,62,0.941
cefotaxime,amr__aminoglycoside_n-acetyltransferase_aac3-iie,35,0.531
cefotaxime,amr__aminoglycoside_n-acetyltransferase_aac3-iva,2,0.03
cefotaxime,amr__aminoglycoside_n-acetyltransferase_aac3-via,3,0.046
cefotaxime,amr__aminoglycoside_n3-acetyltransferase_ec_2.3.1.81_aac3-iiiiiivviviiiixx,26,0.395
cefotaxime,amr__aminoglycoside_n6-acetyltransferase_ec_2.3.1.82_aac6-ib-cr_fluoroquinolone-acetylating,28,0.425
